
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 21, 'alpha': 1.27152056055983, 'normalize_similarity': True} - results: ROC_AUC: 0.0744158, PRECISION: 0.0136831, PRECISION_RECALL_MIN_DEN: 0.0561330, RECALL: 0.0551520, MAP: 0.0241549, MRR: 0.0496672, NDCG: 0.0374644, F1: 0.0219200, HIT_RATE: 0.1368307, ARHR: 0.0526474, NOVELTY: 0.0053188, AVERAGE_POPULARITY: 0.0329757, DIVERSITY_MEAN_INTER_LIST: 0.9947446, DIVERSITY_HERFINDAHL: 0.9994556, COVERAGE_ITEM: 0.4969856, COVERAGE_ITEM_CORRECT: 0.0232839, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0805587, DIVERSITY_GINI: 0.2408942, SHANNON_ENTROPY: 12.7622622, 
SearchBayesianSkopt-CV: Config 64 is suboptimal. Config: {'topK': 18, 'alpha': 0.33771176668827146, 'normalize_similarity': False} - results: ROC_AUC: 0.1269175, PRECISION: 0.0246321, PRECISION_RECALL_MIN_DEN: 0.0912706, RECALL: 0.0890073, MAP: 0.0421179, MRR: 0.0907026, NDCG: 0.0641878, F1: 0.0385833, HIT_RATE: 0.2463205, ARHR: 0.1005205, NOVELTY: 0.0049063, AVERAGE_POPULARITY: 0.0897928, DIVERSITY_MEAN_INTER_LIST: 0.9850042, DIVERSITY_HERFINDAHL: 0.9984818, COVERAGE_ITEM: 0.4533975, COVERAGE_ITEM_CORRECT: 0.0275573, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1313703, DIVERSITY_GINI: 0.1602302, SHANNON_ENTROPY: 11.6366950, 
SearchBayesianSkopt-CV: Config 65 is suboptimal. Config: {'topK': 991, 'alpha': 0.017800574315003596, 'normalize_similarity': False} - results: ROC_AUC: 0.1221994, PRECISION: 0.0240071, PRECISION_RECALL_MIN_DEN: 0.0896052, RECALL: 0.0874420, MAP: 0.0405023, MRR: 0.0870106, NDCG: 0.0621631, F1: 0.0376688, HIT_RATE: 0.2400714, ARHR: 0.0964522, NOVELTY: 0.0045835, AVERAGE_POPULARITY: 0.1445671, DIVERSITY_MEAN_INTER_LIST: 0.9672729, DIVERSITY_HERFINDAHL: 0.9967090, COVERAGE_ITEM: 0.3243195, COVERAGE_ITEM_CORRECT: 0.0225217, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1287278, DIVERSITY_GINI: 0.0789892, SHANNON_ENTROPY: 10.3596859, 
SearchBayesianSkopt-CV: Config 66 is suboptimal. Config: {'topK': 1000, 'alpha': 0.8488650349962226, 'normalize_similarity': False} - results: ROC_AUC: 0.1230104, PRECISION: 0.0255013, PRECISION_RECALL_MIN_DEN: 0.0909469, RECALL: 0.0881793, MAP: 0.0397658, MRR: 0.0872755, NDCG: 0.0619261, F1: 0.0395547, HIT_RATE: 0.2550134, ARHR: 0.0979176, NOVELTY: 0.0049913, AVERAGE_POPULARITY: 0.0810969, DIVERSITY_MEAN_INTER_LIST: 0.9900036, DIVERSITY_HERFINDAHL: 0.9989816, COVERAGE_ITEM: 0.4622060, COVERAGE_ITEM_CORRECT: 0.0299442, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1333585, DIVERSITY_GINI: 0.1819410, SHANNON_ENTROPY: 12.0311259, 
SearchBayesianSkopt-CV: Config 67 is suboptimal. Config: {'topK': 1000, 'alpha': 0.7076641706882038, 'normalize_similarity': True} - results: ROC_AUC: 0.1170958, PRECISION: 0.0246411, PRECISION_RECALL_MIN_DEN: 0.0883912, RECALL: 0.0856701, MAP: 0.0376907, MRR: 0.0820260, NDCG: 0.0591091, F1: 0.0382647, HIT_RATE: 0.2464108, ARHR: 0.0919307, NOVELTY: 0.0050211, AVERAGE_POPULARITY: 0.0759814, DIVERSITY_MEAN_INTER_LIST: 0.9910498, DIVERSITY_HERFINDAHL: 0.9990862, COVERAGE_ITEM: 0.4729933, COVERAGE_ITEM_CORRECT: 0.0301059, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1295080, DIVERSITY_GINI: 0.1906831, SHANNON_ENTROPY: 12.1386905, 
SearchBayesianSkopt-CV: Config 68 is suboptimal. Config: {'topK': 1000, 'alpha': 0.4202297633147695, 'normalize_similarity': False} - results: ROC_AUC: 0.1386286, PRECISION: 0.0278774, PRECISION_RECALL_MIN_DEN: 0.1017690, RECALL: 0.0991474, MAP: 0.0460259, MRR: 0.0993921, NDCG: 0.0707411, F1: 0.0435138, HIT_RATE: 0.2787741, ARHR: 0.1113296, NOVELTY: 0.0047125, AVERAGE_POPULARITY: 0.1213681, DIVERSITY_MEAN_INTER_LIST: 0.9780953, DIVERSITY_HERFINDAHL: 0.9977910, COVERAGE_ITEM: 0.3805813, COVERAGE_ITEM_CORRECT: 0.0284504, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1462690, DIVERSITY_GINI: 0.1094655, SHANNON_ENTROPY: 10.9509819, 
SearchBayesianSkopt-CV: Config 69 is suboptimal. Config: {'topK': 40, 'alpha': 0.0004898980758636374, 'normalize_similarity': True} - results: ROC_AUC: 0.1103789, PRECISION: 0.0212409, PRECISION_RECALL_MIN_DEN: 0.0777626, RECALL: 0.0757942, MAP: 0.0356187, MRR: 0.0779417, NDCG: 0.0546273, F1: 0.0331791, HIT_RATE: 0.2124088, ARHR: 0.0855284, NOVELTY: 0.0051036, AVERAGE_POPULARITY: 0.0509629, DIVERSITY_MEAN_INTER_LIST: 0.9931084, DIVERSITY_HERFINDAHL: 0.9992920, COVERAGE_ITEM: 0.4945602, COVERAGE_ITEM_CORRECT: 0.0316458, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1161193, DIVERSITY_GINI: 0.2066283, SHANNON_ENTROPY: 12.4080720, 
SearchBayesianSkopt-CV: Search complete. Best config is 25: {'topK': 517, 'alpha': 0.5011086810189048, 'normalize_similarity': False}

SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 678, 'alpha': 0.9598015187058058, 'normalize_similarity': True} - results: ROC_AUC: 0.1093774, PRECISION: 0.0227725, PRECISION_RECALL_MIN_DEN: 0.0838850, RECALL: 0.0814239, MAP: 0.0353997, MRR: 0.0756261, NDCG: 0.0555170, F1: 0.0355843, HIT_RATE: 0.2277249, ARHR: 0.0841643, NOVELTY: 0.0050739, AVERAGE_POPULARITY: 0.0687477, DIVERSITY_MEAN_INTER_LIST: 0.9924189, DIVERSITY_HERFINDAHL: 0.9992231, COVERAGE_ITEM: 0.4752262, COVERAGE_ITEM_CORRECT: 0.0286506, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1213036, DIVERSITY_GINI: 0.2013652, SHANNON_ENTROPY: 12.2960161, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'topK': 631, 'alpha': 1.224279179836851, 'normalize_similarity': False} - results: ROC_AUC: 0.0890725, PRECISION: 0.0182625, PRECISION_RECALL_MIN_DEN: 0.0719062, RECALL: 0.0702608, MAP: 0.0294267, MRR: 0.0600110, NDCG: 0.0463889, F1: 0.0289842, HIT_RATE: 0.1826253, ARHR: 0.0654604, NOVELTY: 0.0051659, AVERAGE_POPULARITY: 0.0553979, DIVERSITY_MEAN_INTER_LIST: 0.9943499, DIVERSITY_HERFINDAHL: 0.9994161, COVERAGE_ITEM: 0.4871838, COVERAGE_ITEM_CORRECT: 0.0265178, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1016736, DIVERSITY_GINI: 0.2241762, SHANNON_ENTROPY: 12.5686242, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'topK': 762, 'alpha': 0.32097451378126035, 'normalize_similarity': True} - results: ROC_AUC: 0.1196771, PRECISION: 0.0250729, PRECISION_RECALL_MIN_DEN: 0.0885084, RECALL: 0.0857423, MAP: 0.0384535, MRR: 0.0849629, NDCG: 0.0600892, F1: 0.0387932, HIT_RATE: 0.2507287, ARHR: 0.0953294, NOVELTY: 0.0049829, AVERAGE_POPULARITY: 0.0759496, DIVERSITY_MEAN_INTER_LIST: 0.9909531, DIVERSITY_HERFINDAHL: 0.9990765, COVERAGE_ITEM: 0.4663407, COVERAGE_ITEM_CORRECT: 0.0312608, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1307412, DIVERSITY_GINI: 0.1787559, SHANNON_ENTROPY: 12.0374066, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'topK': 998, 'alpha': 1.233254278495617, 'normalize_similarity': False} - results: ROC_AUC: 0.0903100, PRECISION: 0.0186375, PRECISION_RECALL_MIN_DEN: 0.0727958, RECALL: 0.0710539, MAP: 0.0299711, MRR: 0.0613433, NDCG: 0.0471436, F1: 0.0295227, HIT_RATE: 0.1863747, ARHR: 0.0669854, NOVELTY: 0.0051501, AVERAGE_POPULARITY: 0.0590714, DIVERSITY_MEAN_INTER_LIST: 0.9939413, DIVERSITY_HERFINDAHL: 0.9993753, COVERAGE_ITEM: 0.4839654, COVERAGE_ITEM_CORRECT: 0.0263715, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1032088, DIVERSITY_GINI: 0.2206421, SHANNON_ENTROPY: 12.5234302, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'topK': 458, 'alpha': 1.8339099273300057, 'normalize_similarity': True} - results: ROC_AUC: 0.0827462, PRECISION: 0.0165861, PRECISION_RECALL_MIN_DEN: 0.0677951, RECALL: 0.0664015, MAP: 0.0269042, MRR: 0.0545556, NDCG: 0.0428844, F1: 0.0265386, HIT_RATE: 0.1658607, ARHR: 0.0586442, NOVELTY: 0.0051640, AVERAGE_POPULARITY: 0.0570717, DIVERSITY_MEAN_INTER_LIST: 0.9940661, DIVERSITY_HERFINDAHL: 0.9993878, COVERAGE_ITEM: 0.4515650, COVERAGE_ITEM_CORRECT: 0.0237536, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0954574, DIVERSITY_GINI: 0.2029095, SHANNON_ENTROPY: 12.4542302, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'topK': 710, 'alpha': 0.9335776773518241, 'normalize_similarity': True} - results: ROC_AUC: 0.1102873, PRECISION: 0.0230832, PRECISION_RECALL_MIN_DEN: 0.0846418, RECALL: 0.0821271, MAP: 0.0357618, MRR: 0.0765959, NDCG: 0.0560644, F1: 0.0360295, HIT_RATE: 0.2308325, ARHR: 0.0853262, NOVELTY: 0.0050683, AVERAGE_POPULARITY: 0.0695992, DIVERSITY_MEAN_INTER_LIST: 0.9922792, DIVERSITY_HERFINDAHL: 0.9992091, COVERAGE_ITEM: 0.4747257, COVERAGE_ITEM_CORRECT: 0.0289740, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1226375, DIVERSITY_GINI: 0.2002194, SHANNON_ENTROPY: 12.2794786, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'topK': 44, 'alpha': 1.45633712584469, 'normalize_similarity': True} - results: ROC_AUC: 0.0773043, PRECISION: 0.0148431, PRECISION_RECALL_MIN_DEN: 0.0612240, RECALL: 0.0601603, MAP: 0.0254604, MRR: 0.0517420, NDCG: 0.0399412, F1: 0.0238068, HIT_RATE: 0.1484314, ARHR: 0.0550745, NOVELTY: 0.0052615, AVERAGE_POPULARITY: 0.0393382, DIVERSITY_MEAN_INTER_LIST: 0.9954558, DIVERSITY_HERFINDAHL: 0.9995267, COVERAGE_ITEM: 0.4793147, COVERAGE_ITEM_CORRECT: 0.0244928, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0863722, DIVERSITY_GINI: 0.2266812, SHANNON_ENTROPY: 12.6979132, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'topK': 209, 'alpha': 1.9554334941787095, 'normalize_similarity': False} - results: ROC_AUC: 0.0628074, PRECISION: 0.0122430, PRECISION_RECALL_MIN_DEN: 0.0542263, RECALL: 0.0535859, MAP: 0.0214518, MRR: 0.0414915, NDCG: 0.0340116, F1: 0.0199289, HIT_RATE: 0.1224296, ARHR: 0.0438112, NOVELTY: 0.0052744, AVERAGE_POPULARITY: 0.0398761, DIVERSITY_MEAN_INTER_LIST: 0.9957832, DIVERSITY_HERFINDAHL: 0.9995595, COVERAGE_ITEM: 0.5030529, COVERAGE_ITEM_CORRECT: 0.0215438, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0729583, DIVERSITY_GINI: 0.2508846, SHANNON_ENTROPY: 12.8361916, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'topK': 390, 'alpha': 0.9368463753878329, 'normalize_similarity': True} - results: ROC_AUC: 0.1094546, PRECISION: 0.0226170, PRECISION_RECALL_MIN_DEN: 0.0834968, RECALL: 0.0810784, MAP: 0.0355890, MRR: 0.0756767, NDCG: 0.0555317, F1: 0.0353635, HIT_RATE: 0.2261697, ARHR: 0.0841204, NOVELTY: 0.0050950, AVERAGE_POPULARITY: 0.0634167, DIVERSITY_MEAN_INTER_LIST: 0.9931664, DIVERSITY_HERFINDAHL: 0.9992978, COVERAGE_ITEM: 0.4788912, COVERAGE_ITEM_CORRECT: 0.0295207, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1207500, DIVERSITY_GINI: 0.2057997, SHANNON_ENTROPY: 12.3657539, 

SearchBayesianSkopt-CV: New best config found. Config 9: {'topK': 677, 'alpha': 0.024789374975086938, 'normalize_similarity': False} - results: ROC_AUC: 0.1225181, PRECISION: 0.0240753, PRECISION_RECALL_MIN_DEN: 0.0896539, RECALL: 0.0874658, MAP: 0.0405822, MRR: 0.0871307, NDCG: 0.0622546, F1: 0.0377547, HIT_RATE: 0.2407528, ARHR: 0.0966776, NOVELTY: 0.0046025, AVERAGE_POPULARITY: 0.1407212, DIVERSITY_MEAN_INTER_LIST: 0.9692609, DIVERSITY_HERFINDAHL: 0.9969077, COVERAGE_ITEM: 0.3309336, COVERAGE_ITEM_CORRECT: 0.0229374, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1287027, DIVERSITY_GINI: 0.0824741, SHANNON_ENTROPY: 10.4559750, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 54, 'alpha': 1.6177598156998703, 'normalize_similarity': True} - results: ROC_AUC: 0.0755329, PRECISION: 0.0144949, PRECISION_RECALL_MIN_DEN: 0.0599502, RECALL: 0.0588628, MAP: 0.0244107, MRR: 0.0496305, NDCG: 0.0385915, F1: 0.0232583, HIT_RATE: 0.1449494, ARHR: 0.0527363, NOVELTY: 0.0052528, AVERAGE_POPULARITY: 0.0403742, DIVERSITY_MEAN_INTER_LIST: 0.9954231, DIVERSITY_HERFINDAHL: 0.9995234, COVERAGE_ITEM: 0.4729779, COVERAGE_ITEM_CORRECT: 0.0238306, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0847867, DIVERSITY_GINI: 0.2217585, SHANNON_ENTROPY: 12.6677850, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 538, 'alpha': 0.9998821068015284, 'normalize_similarity': False} - results: ROC_AUC: 0.1057258, PRECISION: 0.0220449, PRECISION_RECALL_MIN_DEN: 0.0815470, RECALL: 0.0791918, MAP: 0.0346073, MRR: 0.0736446, NDCG: 0.0540731, F1: 0.0344840, HIT_RATE: 0.2204486, ARHR: 0.0818778, NOVELTY: 0.0051057, AVERAGE_POPULARITY: 0.0618900, DIVERSITY_MEAN_INTER_LIST: 0.9933749, DIVERSITY_HERFINDAHL: 0.9993187, COVERAGE_ITEM: 0.4808932, COVERAGE_ITEM_CORRECT: 0.0291357, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1178055, DIVERSITY_GINI: 0.2090181, SHANNON_ENTROPY: 12.4021807, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 315, 'alpha': 1.4939737210861503, 'normalize_similarity': False} - results: ROC_AUC: 0.0722304, PRECISION: 0.0144334, PRECISION_RECALL_MIN_DEN: 0.0613530, RECALL: 0.0604520, MAP: 0.0241205, MRR: 0.0476056, NDCG: 0.0385489, F1: 0.0233007, HIT_RATE: 0.1443344, ARHR: 0.0508480, NOVELTY: 0.0052386, AVERAGE_POPULARITY: 0.0444653, DIVERSITY_MEAN_INTER_LIST: 0.9954493, DIVERSITY_HERFINDAHL: 0.9995261, COVERAGE_ITEM: 0.4983638, COVERAGE_ITEM_CORRECT: 0.0239923, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0841575, DIVERSITY_GINI: 0.2417787, SHANNON_ENTROPY: 12.7555821, 

SearchBayesianSkopt-CV: New best config found. Config 13: {'topK': 826, 'alpha': 0.4892281673621376, 'normalize_similarity': False} - results: ROC_AUC: 0.1399707, PRECISION: 0.0282640, PRECISION_RECALL_MIN_DEN: 0.1025105, RECALL: 0.0998312, MAP: 0.0462619, MRR: 0.1002397, NDCG: 0.0712433, F1: 0.0440502, HIT_RATE: 0.2826400, ARHR: 0.1124129, NOVELTY: 0.0047673, AVERAGE_POPULARITY: 0.1119682, DIVERSITY_MEAN_INTER_LIST: 0.9814504, DIVERSITY_HERFINDAHL: 0.9981264, COVERAGE_ITEM: 0.3993917, COVERAGE_ITEM_CORRECT: 0.0295977, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1474015, DIVERSITY_GINI: 0.1225650, SHANNON_ENTROPY: 11.1844590, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 619, 'alpha': 0.8737789307381683, 'normalize_similarity': True} - results: ROC_AUC: 0.1127108, PRECISION: 0.0235500, PRECISION_RECALL_MIN_DEN: 0.0858923, RECALL: 0.0833036, MAP: 0.0364985, MRR: 0.0784033, NDCG: 0.0571107, F1: 0.0367116, HIT_RATE: 0.2355000, ARHR: 0.0874936, NOVELTY: 0.0050648, AVERAGE_POPULARITY: 0.0691104, DIVERSITY_MEAN_INTER_LIST: 0.9923364, DIVERSITY_HERFINDAHL: 0.9992148, COVERAGE_ITEM: 0.4767430, COVERAGE_ITEM_CORRECT: 0.0297517, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1249025, DIVERSITY_GINI: 0.1999778, SHANNON_ENTROPY: 12.2758576, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 525, 'alpha': 0.7491349270853583, 'normalize_similarity': False} - results: ROC_AUC: 0.1293231, PRECISION: 0.0265055, PRECISION_RECALL_MIN_DEN: 0.0947088, RECALL: 0.0918571, MAP: 0.0418113, MRR: 0.0921322, NDCG: 0.0649311, F1: 0.0411325, HIT_RATE: 0.2650551, ARHR: 0.1034789, NOVELTY: 0.0049752, AVERAGE_POPULARITY: 0.0795585, DIVERSITY_MEAN_INTER_LIST: 0.9902256, DIVERSITY_HERFINDAHL: 0.9990038, COVERAGE_ITEM: 0.4578479, COVERAGE_ITEM_CORRECT: 0.0314302, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1379137, DIVERSITY_GINI: 0.1754234, SHANNON_ENTROPY: 11.9836535, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 612, 'alpha': 1.1795196637632794, 'normalize_similarity': False} - results: ROC_AUC: 0.0916628, PRECISION: 0.0189330, PRECISION_RECALL_MIN_DEN: 0.0733203, RECALL: 0.0715035, MAP: 0.0302648, MRR: 0.0623127, NDCG: 0.0475936, F1: 0.0299322, HIT_RATE: 0.1893299, ARHR: 0.0682380, NOVELTY: 0.0051569, AVERAGE_POPULARITY: 0.0563325, DIVERSITY_MEAN_INTER_LIST: 0.9942213, DIVERSITY_HERFINDAHL: 0.9994033, COVERAGE_ITEM: 0.4867988, COVERAGE_ITEM_CORRECT: 0.0270183, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1043161, DIVERSITY_GINI: 0.2220860, SHANNON_ENTROPY: 12.5457074, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 290, 'alpha': 0.9475735457207157, 'normalize_similarity': True} - results: ROC_AUC: 0.1081914, PRECISION: 0.0222526, PRECISION_RECALL_MIN_DEN: 0.0828039, RECALL: 0.0805012, MAP: 0.0354014, MRR: 0.0752579, NDCG: 0.0551961, F1: 0.0348626, HIT_RATE: 0.2225264, ARHR: 0.0833332, NOVELTY: 0.0051086, AVERAGE_POPULARITY: 0.0607805, DIVERSITY_MEAN_INTER_LIST: 0.9935104, DIVERSITY_HERFINDAHL: 0.9993322, COVERAGE_ITEM: 0.4807546, COVERAGE_ITEM_CORRECT: 0.0296747, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1194161, DIVERSITY_GINI: 0.2086617, SHANNON_ENTROPY: 12.4072430, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 704, 'alpha': 0.6700309644238057, 'normalize_similarity': False} - results: ROC_AUC: 0.1356058, PRECISION: 0.0278321, PRECISION_RECALL_MIN_DEN: 0.0994387, RECALL: 0.0965916, MAP: 0.0441131, MRR: 0.0966944, NDCG: 0.0684888, F1: 0.0432076, HIT_RATE: 0.2783210, ARHR: 0.1087315, NOVELTY: 0.0049001, AVERAGE_POPULARITY: 0.0917479, DIVERSITY_MEAN_INTER_LIST: 0.9874258, DIVERSITY_HERFINDAHL: 0.9987239, COVERAGE_ITEM: 0.4406468, COVERAGE_ITEM_CORRECT: 0.0311838, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1444319, DIVERSITY_GINI: 0.1569203, SHANNON_ENTROPY: 11.7104253, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 926, 'alpha': 1.9907806601069935, 'normalize_similarity': False} - results: ROC_AUC: 0.0654250, PRECISION: 0.0129252, PRECISION_RECALL_MIN_DEN: 0.0577127, RECALL: 0.0570417, MAP: 0.0227595, MRR: 0.0435346, NDCG: 0.0360366, F1: 0.0210722, HIT_RATE: 0.1292523, ARHR: 0.0460514, NOVELTY: 0.0052310, AVERAGE_POPULARITY: 0.0482019, DIVERSITY_MEAN_INTER_LIST: 0.9951970, DIVERSITY_HERFINDAHL: 0.9995008, COVERAGE_ITEM: 0.4921886, COVERAGE_ITEM_CORRECT: 0.0216131, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0766579, DIVERSITY_GINI: 0.2395375, SHANNON_ENTROPY: 12.7292494, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 576, 'alpha': 1.3086275482371694, 'normalize_similarity': False} - results: ROC_AUC: 0.0831952, PRECISION: 0.0170305, PRECISION_RECALL_MIN_DEN: 0.0686762, RECALL: 0.0672929, MAP: 0.0276643, MRR: 0.0557995, NDCG: 0.0438632, F1: 0.0271766, HIT_RATE: 0.1703048, ARHR: 0.0604511, NOVELTY: 0.0051884, AVERAGE_POPULARITY: 0.0523885, DIVERSITY_MEAN_INTER_LIST: 0.9947017, DIVERSITY_HERFINDAHL: 0.9994513, COVERAGE_ITEM: 0.4903715, COVERAGE_ITEM_CORRECT: 0.0258017, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0963131, DIVERSITY_GINI: 0.2297467, SHANNON_ENTROPY: 12.6281076, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 277, 'alpha': 0.9544152340818679, 'normalize_similarity': True} - results: ROC_AUC: 0.1074393, PRECISION: 0.0220858, PRECISION_RECALL_MIN_DEN: 0.0823357, RECALL: 0.0800502, MAP: 0.0351810, MRR: 0.0746424, NDCG: 0.0548239, F1: 0.0346158, HIT_RATE: 0.2208581, ARHR: 0.0826648, NOVELTY: 0.0051121, AVERAGE_POPULARITY: 0.0602449, DIVERSITY_MEAN_INTER_LIST: 0.9935910, DIVERSITY_HERFINDAHL: 0.9993403, COVERAGE_ITEM: 0.4810934, COVERAGE_ITEM_CORRECT: 0.0296131, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1183340, DIVERSITY_GINI: 0.2093297, SHANNON_ENTROPY: 12.4176166, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 714, 'alpha': 1.1540802355294781, 'normalize_similarity': True} - results: ROC_AUC: 0.1025651, PRECISION: 0.0211045, PRECISION_RECALL_MIN_DEN: 0.0798343, RECALL: 0.0776858, MAP: 0.0330565, MRR: 0.0697549, NDCG: 0.0521288, F1: 0.0331863, HIT_RATE: 0.2110448, ARHR: 0.0769571, NOVELTY: 0.0050961, AVERAGE_POPULARITY: 0.0668136, DIVERSITY_MEAN_INTER_LIST: 0.9927698, DIVERSITY_HERFINDAHL: 0.9992582, COVERAGE_ITEM: 0.4698749, COVERAGE_ITEM_CORRECT: 0.0272262, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1147351, DIVERSITY_GINI: 0.2033978, SHANNON_ENTROPY: 12.3447377, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 679, 'alpha': 0.4960551505914662, 'normalize_similarity': False} - results: ROC_AUC: 0.1402543, PRECISION: 0.0284272, PRECISION_RECALL_MIN_DEN: 0.1027820, RECALL: 0.1000655, MAP: 0.0461117, MRR: 0.1001997, NDCG: 0.0712142, F1: 0.0442728, HIT_RATE: 0.2842721, ARHR: 0.1124294, NOVELTY: 0.0047841, AVERAGE_POPULARITY: 0.1083643, DIVERSITY_MEAN_INTER_LIST: 0.9826391, DIVERSITY_HERFINDAHL: 0.9982453, COVERAGE_ITEM: 0.4042117, COVERAGE_ITEM_CORRECT: 0.0301752, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1482572, DIVERSITY_GINI: 0.1259938, SHANNON_ENTROPY: 11.2569972, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 763, 'alpha': 1.9334044759693325, 'normalize_similarity': False} - results: ROC_AUC: 0.0662063, PRECISION: 0.0131488, PRECISION_RECALL_MIN_DEN: 0.0583666, RECALL: 0.0576814, MAP: 0.0229042, MRR: 0.0440538, NDCG: 0.0364009, F1: 0.0214124, HIT_RATE: 0.1314878, ARHR: 0.0466127, NOVELTY: 0.0052331, AVERAGE_POPULARITY: 0.0475686, DIVERSITY_MEAN_INTER_LIST: 0.9952506, DIVERSITY_HERFINDAHL: 0.9995062, COVERAGE_ITEM: 0.4927045, COVERAGE_ITEM_CORRECT: 0.0219519, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0777904, DIVERSITY_GINI: 0.2398315, SHANNON_ENTROPY: 12.7340717, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 219, 'alpha': 1.084989177465904, 'normalize_similarity': True} - results: ROC_AUC: 0.1012589, PRECISION: 0.0205779, PRECISION_RECALL_MIN_DEN: 0.0790419, RECALL: 0.0771123, MAP: 0.0329238, MRR: 0.0688632, NDCG: 0.0517836, F1: 0.0324826, HIT_RATE: 0.2057790, ARHR: 0.0756712, NOVELTY: 0.0051385, AVERAGE_POPULARITY: 0.0569005, DIVERSITY_MEAN_INTER_LIST: 0.9940276, DIVERSITY_HERFINDAHL: 0.9993839, COVERAGE_ITEM: 0.4778287, COVERAGE_ITEM_CORRECT: 0.0284350, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1125959, DIVERSITY_GINI: 0.2127879, SHANNON_ENTROPY: 12.4768261, 
