SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 504, 'shrink': 287, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0215962, PRECISION: 0.0043893, PRECISION_RECALL_MIN_DEN: 0.0159441, RECALL: 0.0153773, MAP: 0.0064696, MRR: 0.0146184, NDCG: 0.0103180, F1: 0.0068266, HIT_RATE: 0.0438934, ARHR: 0.0157846, NOVELTY: 0.0055510, AVERAGE_POPULARITY: 0.0121024, DIVERSITY_MEAN_INTER_LIST: 0.9570905, DIVERSITY_HERFINDAHL: 0.9956895, COVERAGE_ITEM: 0.4572936, COVERAGE_ITEM_CORRECT: 0.0079384, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0231282, DIVERSITY_GINI: 0.1831301, SHANNON_ENTROPY: 11.5647489, 
SearchBayesianSkopt-CV: Config 61 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820161, DIVERSITY_MEAN_INTER_LIST: 0.7886292, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982522, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318310, SHANNON_ENTROPY: 8.0625216, 
SearchBayesianSkopt-CV: Config 62 is suboptimal. Config: {'topK': 996, 'shrink': 17, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0232811, PRECISION: 0.0047449, PRECISION_RECALL_MIN_DEN: 0.0177482, RECALL: 0.0171825, MAP: 0.0068777, MRR: 0.0154253, NDCG: 0.0111860, F1: 0.0074348, HIT_RATE: 0.0474493, ARHR: 0.0166205, NOVELTY: 0.0055333, AVERAGE_POPULARITY: 0.0126261, DIVERSITY_MEAN_INTER_LIST: 0.9575192, DIVERSITY_HERFINDAHL: 0.9957323, COVERAGE_ITEM: 0.4535515, COVERAGE_ITEM_CORRECT: 0.0085005, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0251919, DIVERSITY_GINI: 0.1771410, SHANNON_ENTROPY: 11.5155998, 
SearchBayesianSkopt-CV: Config 63 is suboptimal. Config: {'topK': 13, 'shrink': 1, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0278033, PRECISION: 0.0057250, PRECISION_RECALL_MIN_DEN: 0.0145158, RECALL: 0.0135839, MAP: 0.0059229, MRR: 0.0193124, NDCG: 0.0104323, F1: 0.0080468, HIT_RATE: 0.0572501, ARHR: 0.0212407, NOVELTY: 0.0048714, AVERAGE_POPULARITY: 0.0276077, DIVERSITY_MEAN_INTER_LIST: 0.7165668, DIVERSITY_HERFINDAHL: 0.9716420, COVERAGE_ITEM: 0.3086352, COVERAGE_ITEM_CORRECT: 0.0095476, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0290424, DIVERSITY_GINI: 0.0767807, SHANNON_ENTROPY: 8.3456913, 
SearchBayesianSkopt-CV: Config 64 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820161, DIVERSITY_MEAN_INTER_LIST: 0.7886292, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982522, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318310, SHANNON_ENTROPY: 8.0625216, 
SearchBayesianSkopt-CV: Config 65 is suboptimal. Config: {'topK': 990, 'shrink': 28, 'similarity': 'pearson', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820154, DIVERSITY_MEAN_INTER_LIST: 0.7886294, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982599, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318324, SHANNON_ENTROPY: 8.0625437, 
SearchBayesianSkopt-CV: Config 66 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820161, DIVERSITY_MEAN_INTER_LIST: 0.7886292, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982522, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318310, SHANNON_ENTROPY: 8.0625216, 
SearchBayesianSkopt-CV: Config 67 is suboptimal. Config: {'topK': 993, 'shrink': 1, 'similarity': 'pearson', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500477, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116129, MRR: 0.0339167, NDCG: 0.0197965, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368676, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820154, DIVERSITY_MEAN_INTER_LIST: 0.7886294, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982599, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318324, SHANNON_ENTROPY: 8.0625462, 
SearchBayesianSkopt-CV: Config 68 is suboptimal. Config: {'topK': 997, 'shrink': 39, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0225876, PRECISION: 0.0046389, PRECISION_RECALL_MIN_DEN: 0.0172381, RECALL: 0.0166725, MAP: 0.0066962, MRR: 0.0152622, NDCG: 0.0108965, F1: 0.0072559, HIT_RATE: 0.0463885, ARHR: 0.0164363, NOVELTY: 0.0055441, AVERAGE_POPULARITY: 0.0123548, DIVERSITY_MEAN_INTER_LIST: 0.9575610, DIVERSITY_HERFINDAHL: 0.9957365, COVERAGE_ITEM: 0.4559153, COVERAGE_ITEM_CORRECT: 0.0083234, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0246886, DIVERSITY_GINI: 0.1793978, SHANNON_ENTROPY: 11.5339017, 
SearchBayesianSkopt-CV: Config 69 is suboptimal. Config: {'topK': 988, 'shrink': 991, 'similarity': 'pearson', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820154, DIVERSITY_MEAN_INTER_LIST: 0.7886293, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982753, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318345, SHANNON_ENTROPY: 8.0625587, 
SearchBayesianSkopt-CV: Search complete. Best config is 30: {'topK': 1000, 'shrink': 0, 'similarity': 'pearson', 'normalize': False, 'feature_weighting': 'TF-IDF'}
