
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 40, 'shrink': 498, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.4856707434737678, 'asymmetric_alpha': 1.5329654602917668, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1329217, PRECISION: 0.0266706, PRECISION_RECALL_MIN_DEN: 0.0988732, RECALL: 0.0964453, MAP: 0.0451051, MRR: 0.0958795, NDCG: 0.0689447, F1: 0.0417803, HIT_RATE: 0.2667063, ARHR: 0.1068837, NOVELTY: 0.0053782, AVERAGE_POPULARITY: 0.1200789, DIVERSITY_MEAN_INTER_LIST: 0.9872293, DIVERSITY_HERFINDAHL: 0.9987042, COVERAGE_ITEM: 0.4787218, COVERAGE_ITEM_CORRECT: 0.0319846, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1397760, DIVERSITY_GINI: 0.1671757, SHANNON_ENTROPY: 11.7349445, 
SearchBayesianSkopt-CV: Config 56 is suboptimal. Config: {'topK': 662, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.02799759156528804, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1370334, PRECISION: 0.0271481, PRECISION_RECALL_MIN_DEN: 0.1029312, RECALL: 0.1005737, MAP: 0.0465546, MRR: 0.0977461, NDCG: 0.0711481, F1: 0.0427524, HIT_RATE: 0.2714806, ARHR: 0.1088331, NOVELTY: 0.0052668, AVERAGE_POPULARITY: 0.1506066, DIVERSITY_MEAN_INTER_LIST: 0.9749135, DIVERSITY_HERFINDAHL: 0.9974729, COVERAGE_ITEM: 0.3819365, COVERAGE_ITEM_CORRECT: 0.0291357, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1436517, DIVERSITY_GINI: 0.1082190, SHANNON_ENTROPY: 10.8955089, 
SearchBayesianSkopt-CV: Config 57 is suboptimal. Config: {'topK': 617, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.13010066736028625, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1373259, PRECISION: 0.0271821, PRECISION_RECALL_MIN_DEN: 0.1031082, RECALL: 0.1007730, MAP: 0.0466146, MRR: 0.0978752, NDCG: 0.0712586, F1: 0.0428126, HIT_RATE: 0.2718213, ARHR: 0.1089581, NOVELTY: 0.0052706, AVERAGE_POPULARITY: 0.1496411, DIVERSITY_MEAN_INTER_LIST: 0.9754368, DIVERSITY_HERFINDAHL: 0.9975252, COVERAGE_ITEM: 0.3846160, COVERAGE_ITEM_CORRECT: 0.0291973, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1442809, DIVERSITY_GINI: 0.1098018, SHANNON_ENTROPY: 10.9267691, 
SearchBayesianSkopt-CV: Config 58 is suboptimal. Config: {'topK': 668, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.017861470858980676, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1369127, PRECISION: 0.0271595, PRECISION_RECALL_MIN_DEN: 0.1029362, RECALL: 0.1005665, MAP: 0.0465475, MRR: 0.0977413, NDCG: 0.0711407, F1: 0.0427661, HIT_RATE: 0.2715946, ARHR: 0.1088386, NOVELTY: 0.0052664, AVERAGE_POPULARITY: 0.1507039, DIVERSITY_MEAN_INTER_LIST: 0.9748472, DIVERSITY_HERFINDAHL: 0.9974662, COVERAGE_ITEM: 0.3817055, COVERAGE_ITEM_CORRECT: 0.0291588, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1436517, DIVERSITY_GINI: 0.1080604, SHANNON_ENTROPY: 10.8920367, 
SearchBayesianSkopt-CV: Config 59 is suboptimal. Config: {'topK': 618, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.12619463052284377, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1372745, PRECISION: 0.0271897, PRECISION_RECALL_MIN_DEN: 0.1031192, RECALL: 0.1007839, MAP: 0.0466278, MRR: 0.0978545, NDCG: 0.0712704, F1: 0.0428229, HIT_RATE: 0.2718973, ARHR: 0.1089428, NOVELTY: 0.0052705, AVERAGE_POPULARITY: 0.1496745, DIVERSITY_MEAN_INTER_LIST: 0.9754192, DIVERSITY_HERFINDAHL: 0.9975234, COVERAGE_ITEM: 0.3845544, COVERAGE_ITEM_CORRECT: 0.0292127, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1442809, DIVERSITY_GINI: 0.1097510, SHANNON_ENTROPY: 10.9257077, 
SearchBayesianSkopt-CV: Config 60 is suboptimal. Config: {'topK': 619, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.12392559213567844, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1372509, PRECISION: 0.0271822, PRECISION_RECALL_MIN_DEN: 0.1031078, RECALL: 0.1007710, MAP: 0.0466269, MRR: 0.0978449, NDCG: 0.0712620, F1: 0.0428124, HIT_RATE: 0.2718218, ARHR: 0.1089380, NOVELTY: 0.0052704, AVERAGE_POPULARITY: 0.1496934, DIVERSITY_MEAN_INTER_LIST: 0.9754102, DIVERSITY_HERFINDAHL: 0.9975225, COVERAGE_ITEM: 0.3845082, COVERAGE_ITEM_CORRECT: 0.0292127, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1442054, DIVERSITY_GINI: 0.1097227, SHANNON_ENTROPY: 10.9251033, 
SearchBayesianSkopt-CV: Config 61 is suboptimal. Config: {'topK': 620, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.1221224960695399, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1372391, PRECISION: 0.0271708, PRECISION_RECALL_MIN_DEN: 0.1030447, RECALL: 0.1007052, MAP: 0.0466201, MRR: 0.0978263, NDCG: 0.0712397, F1: 0.0427925, HIT_RATE: 0.2717082, ARHR: 0.1089162, NOVELTY: 0.0052703, AVERAGE_POPULARITY: 0.1497189, DIVERSITY_MEAN_INTER_LIST: 0.9753967, DIVERSITY_HERFINDAHL: 0.9975212, COVERAGE_ITEM: 0.3844543, COVERAGE_ITEM_CORRECT: 0.0292050, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1441299, DIVERSITY_GINI: 0.1096908, SHANNON_ENTROPY: 10.9243470, 
SearchBayesianSkopt-CV: Config 62 is suboptimal. Config: {'topK': 669, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1369422, PRECISION: 0.0271558, PRECISION_RECALL_MIN_DEN: 0.1029122, RECALL: 0.1005442, MAP: 0.0465538, MRR: 0.0977487, NDCG: 0.0711403, F1: 0.0427595, HIT_RATE: 0.2715578, ARHR: 0.1088366, NOVELTY: 0.0052619, AVERAGE_POPULARITY: 0.1516631, DIVERSITY_MEAN_INTER_LIST: 0.9743513, DIVERSITY_HERFINDAHL: 0.9974167, COVERAGE_ITEM: 0.3771704, COVERAGE_ITEM_CORRECT: 0.0290818, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1437020, DIVERSITY_GINI: 0.1060204, SHANNON_ENTROPY: 10.8615246, 
SearchBayesianSkopt-CV: Config 63 is suboptimal. Config: {'topK': 676, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1368486, PRECISION: 0.0271786, PRECISION_RECALL_MIN_DEN: 0.1029926, RECALL: 0.1006180, MAP: 0.0465170, MRR: 0.0977433, NDCG: 0.0711325, F1: 0.0427943, HIT_RATE: 0.2717861, ARHR: 0.1088163, NOVELTY: 0.0052618, AVERAGE_POPULARITY: 0.1516774, DIVERSITY_MEAN_INTER_LIST: 0.9743429, DIVERSITY_HERFINDAHL: 0.9974158, COVERAGE_ITEM: 0.3771319, COVERAGE_ITEM_CORRECT: 0.0291049, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1439034, DIVERSITY_GINI: 0.1059689, SHANNON_ENTROPY: 10.8603367, 
SearchBayesianSkopt-CV: Config 64 is suboptimal. Config: {'topK': 676, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1368486, PRECISION: 0.0271786, PRECISION_RECALL_MIN_DEN: 0.1029926, RECALL: 0.1006180, MAP: 0.0465170, MRR: 0.0977433, NDCG: 0.0711325, F1: 0.0427943, HIT_RATE: 0.2717861, ARHR: 0.1088163, NOVELTY: 0.0052618, AVERAGE_POPULARITY: 0.1516774, DIVERSITY_MEAN_INTER_LIST: 0.9743429, DIVERSITY_HERFINDAHL: 0.9974158, COVERAGE_ITEM: 0.3771319, COVERAGE_ITEM_CORRECT: 0.0291049, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1439034, DIVERSITY_GINI: 0.1059689, SHANNON_ENTROPY: 10.8603367, 
SearchBayesianSkopt-CV: Config 65 is suboptimal. Config: {'topK': 667, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1369145, PRECISION: 0.0271557, PRECISION_RECALL_MIN_DEN: 0.1029047, RECALL: 0.1005462, MAP: 0.0465286, MRR: 0.0977053, NDCG: 0.0711248, F1: 0.0427598, HIT_RATE: 0.2715573, ARHR: 0.1087914, NOVELTY: 0.0052620, AVERAGE_POPULARITY: 0.1516606, DIVERSITY_MEAN_INTER_LIST: 0.9743498, DIVERSITY_HERFINDAHL: 0.9974165, COVERAGE_ITEM: 0.3773551, COVERAGE_ITEM_CORRECT: 0.0291203, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1437272, DIVERSITY_GINI: 0.1061012, SHANNON_ENTROPY: 10.8624893, 
SearchBayesianSkopt-CV: Config 66 is suboptimal. Config: {'topK': 674, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1369129, PRECISION: 0.0271710, PRECISION_RECALL_MIN_DEN: 0.1029453, RECALL: 0.1005720, MAP: 0.0465885, MRR: 0.0978420, NDCG: 0.0711778, F1: 0.0427804, HIT_RATE: 0.2717101, ARHR: 0.1089437, NOVELTY: 0.0052618, AVERAGE_POPULARITY: 0.1516510, DIVERSITY_MEAN_INTER_LIST: 0.9743617, DIVERSITY_HERFINDAHL: 0.9974177, COVERAGE_ITEM: 0.3771627, COVERAGE_ITEM_CORRECT: 0.0291126, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1437524, DIVERSITY_GINI: 0.1059833, SHANNON_ENTROPY: 10.8609615, 
SearchBayesianSkopt-CV: Config 67 is suboptimal. Config: {'topK': 665, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1369748, PRECISION: 0.0271672, PRECISION_RECALL_MIN_DEN: 0.1029736, RECALL: 0.1006192, MAP: 0.0465457, MRR: 0.0977316, NDCG: 0.0711589, F1: 0.0427802, HIT_RATE: 0.2716716, ARHR: 0.1088093, NOVELTY: 0.0052620, AVERAGE_POPULARITY: 0.1516730, DIVERSITY_MEAN_INTER_LIST: 0.9743495, DIVERSITY_HERFINDAHL: 0.9974165, COVERAGE_ITEM: 0.3772705, COVERAGE_ITEM_CORRECT: 0.0291049, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1438027, DIVERSITY_GINI: 0.1060753, SHANNON_ENTROPY: 10.8624146, 
SearchBayesianSkopt-CV: Config 68 is suboptimal. Config: {'topK': 673, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1369707, PRECISION: 0.0271861, PRECISION_RECALL_MIN_DEN: 0.1030139, RECALL: 0.1006459, MAP: 0.0465670, MRR: 0.0977892, NDCG: 0.0711822, F1: 0.0428062, HIT_RATE: 0.2718613, ARHR: 0.1088788, NOVELTY: 0.0052618, AVERAGE_POPULARITY: 0.1516522, DIVERSITY_MEAN_INTER_LIST: 0.9743487, DIVERSITY_HERFINDAHL: 0.9974164, COVERAGE_ITEM: 0.3772859, COVERAGE_ITEM_CORRECT: 0.0291280, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1439034, DIVERSITY_GINI: 0.1060410, SHANNON_ENTROPY: 10.8614058, 
SearchBayesianSkopt-CV: Config 69 is suboptimal. Config: {'topK': 673, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1369707, PRECISION: 0.0271861, PRECISION_RECALL_MIN_DEN: 0.1030139, RECALL: 0.1006459, MAP: 0.0465670, MRR: 0.0977892, NDCG: 0.0711822, F1: 0.0428062, HIT_RATE: 0.2718613, ARHR: 0.1088788, NOVELTY: 0.0052618, AVERAGE_POPULARITY: 0.1516522, DIVERSITY_MEAN_INTER_LIST: 0.9743487, DIVERSITY_HERFINDAHL: 0.9974164, COVERAGE_ITEM: 0.3772859, COVERAGE_ITEM_CORRECT: 0.0291280, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1439034, DIVERSITY_GINI: 0.1060410, SHANNON_ENTROPY: 10.8614058, 
SearchBayesianSkopt-CV: Search complete. Best config is 32: {'topK': 938, 'shrink': 985, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.9755193235505681, 'asymmetric_alpha': 0.0519842599512146, 'feature_weighting': 'TF-IDF'}
