SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 56, 'shrink': 100, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.2528200250940458, 'tversky_beta': 1.2449034044931075} - results: ROC_AUC: 0.0778437, PRECISION: 0.0154652, PRECISION_RECALL_MIN_DEN: 0.0631707, RECALL: 0.0618525, MAP: 0.0261163, MRR: 0.0518936, NDCG: 0.0407557, F1: 0.0247430, HIT_RATE: 0.1546520, ARHR: 0.0565182, NOVELTY: 0.0047913, AVERAGE_POPULARITY: 0.0187716, DIVERSITY_MEAN_INTER_LIST: 0.9963650, DIVERSITY_HERFINDAHL: 0.9996161, COVERAGE_ITEM: 0.5695553, COVERAGE_ITEM_CORRECT: 0.0270491, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0803322, DIVERSITY_GINI: 0.2860379, SHANNON_ENTROPY: 13.0167541, 
SearchBayesianSkopt-CV: Config 58 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.0707751, PRECISION: 0.0143501, PRECISION_RECALL_MIN_DEN: 0.0598699, RECALL: 0.0586775, MAP: 0.0236758, MRR: 0.0465351, NDCG: 0.0375339, F1: 0.0230591, HIT_RATE: 0.1435009, ARHR: 0.0502791, NOVELTY: 0.0048198, AVERAGE_POPULARITY: 0.0187606, DIVERSITY_MEAN_INTER_LIST: 0.9952917, DIVERSITY_HERFINDAHL: 0.9995088, COVERAGE_ITEM: 0.4703369, COVERAGE_ITEM_CORRECT: 0.0244158, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0755002, DIVERSITY_GINI: 0.2028461, SHANNON_ENTROPY: 12.5028311, 
SearchBayesianSkopt-CV: Config 59 is suboptimal. Config: {'topK': 155, 'shrink': 36, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9586574038636844, 'tversky_beta': 0.050883051176708896} - results: ROC_AUC: 0.0769867, PRECISION: 0.0154496, PRECISION_RECALL_MIN_DEN: 0.0633627, RECALL: 0.0620515, MAP: 0.0256784, MRR: 0.0516316, NDCG: 0.0404619, F1: 0.0247347, HIT_RATE: 0.1544960, ARHR: 0.0560685, NOVELTY: 0.0047880, AVERAGE_POPULARITY: 0.0189600, DIVERSITY_MEAN_INTER_LIST: 0.9963086, DIVERSITY_HERFINDAHL: 0.9996105, COVERAGE_ITEM: 0.5568739, COVERAGE_ITEM_CORRECT: 0.0270106, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0803825, DIVERSITY_GINI: 0.2731479, SHANNON_ENTROPY: 12.9492780, 
SearchBayesianSkopt-CV: Config 60 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.0632787, PRECISION: 0.0122328, PRECISION_RECALL_MIN_DEN: 0.0490095, RECALL: 0.0479791, MAP: 0.0209742, MRR: 0.0420784, NDCG: 0.0324294, F1: 0.0194929, HIT_RATE: 0.1223285, ARHR: 0.0453499, NOVELTY: 0.0047290, AVERAGE_POPULARITY: 0.0185397, DIVERSITY_MEAN_INTER_LIST: 0.9614006, DIVERSITY_HERFINDAHL: 0.9961204, COVERAGE_ITEM: 0.5649432, COVERAGE_ITEM_CORRECT: 0.0215592, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0644268, DIVERSITY_GINI: 0.2445015, SHANNON_ENTROPY: 11.9396520, 
SearchBayesianSkopt-CV: Config 61 is suboptimal. Config: {'topK': 998, 'shrink': 961, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.06393092193880069, 'tversky_beta': 0.06826517664548938} - results: ROC_AUC: 0.0690793, PRECISION: 0.0137330, PRECISION_RECALL_MIN_DEN: 0.0571002, RECALL: 0.0559804, MAP: 0.0227701, MRR: 0.0452544, NDCG: 0.0360707, F1: 0.0220540, HIT_RATE: 0.1373296, ARHR: 0.0487573, NOVELTY: 0.0048274, AVERAGE_POPULARITY: 0.0184699, DIVERSITY_MEAN_INTER_LIST: 0.9948335, DIVERSITY_HERFINDAHL: 0.9994630, COVERAGE_ITEM: 0.4625987, COVERAGE_ITEM_CORRECT: 0.0234456, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0727067, DIVERSITY_GINI: 0.1958056, SHANNON_ENTROPY: 12.4280717, 
SearchBayesianSkopt-CV: Config 62 is suboptimal. Config: {'topK': 964, 'shrink': 170, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9714557014824277, 'tversky_beta': 1.9988608437405313} - results: ROC_AUC: 0.0744888, PRECISION: 0.0147096, PRECISION_RECALL_MIN_DEN: 0.0610332, RECALL: 0.0598574, MAP: 0.0250330, MRR: 0.0496064, NDCG: 0.0391641, F1: 0.0236133, HIT_RATE: 0.1470961, ARHR: 0.0535120, NOVELTY: 0.0048158, AVERAGE_POPULARITY: 0.0187913, DIVERSITY_MEAN_INTER_LIST: 0.9956558, DIVERSITY_HERFINDAHL: 0.9995452, COVERAGE_ITEM: 0.4880154, COVERAGE_ITEM_CORRECT: 0.0251396, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0775135, DIVERSITY_GINI: 0.2194683, SHANNON_ENTROPY: 12.6325543, 
SearchBayesianSkopt-CV: Config 63 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.0172373, PRECISION: 0.0037672, PRECISION_RECALL_MIN_DEN: 0.0165412, RECALL: 0.0162729, MAP: 0.0047598, MRR: 0.0102231, NDCG: 0.0088266, F1: 0.0061128, HIT_RATE: 0.0376721, ARHR: 0.0106268, NOVELTY: 0.0045911, AVERAGE_POPULARITY: 0.0140404, DIVERSITY_MEAN_INTER_LIST: 0.9573587, DIVERSITY_HERFINDAHL: 0.9957163, COVERAGE_ITEM: 0.1265910, COVERAGE_ITEM_CORRECT: 0.0065525, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0216686, DIVERSITY_GINI: 0.0244876, SHANNON_ENTROPY: 9.2931125, 
SearchBayesianSkopt-CV: Config 64 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 1.0346033997724897} - results: ROC_AUC: 0.0662674, PRECISION: 0.0129318, PRECISION_RECALL_MIN_DEN: 0.0524349, RECALL: 0.0513585, MAP: 0.0221711, MRR: 0.0440450, NDCG: 0.0343538, F1: 0.0206604, HIT_RATE: 0.1293181, ARHR: 0.0474528, NOVELTY: 0.0047367, AVERAGE_POPULARITY: 0.0185320, DIVERSITY_MEAN_INTER_LIST: 0.9757083, DIVERSITY_HERFINDAHL: 0.9975509, COVERAGE_ITEM: 0.5929779, COVERAGE_ITEM_CORRECT: 0.0227526, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0679753, DIVERSITY_GINI: 0.2723863, SHANNON_ENTROPY: 12.3434940, 
SearchBayesianSkopt-CV: Config 65 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.0659084, PRECISION: 0.0128138, PRECISION_RECALL_MIN_DEN: 0.0520434, RECALL: 0.0509890, MAP: 0.0218800, MRR: 0.0435160, NDCG: 0.0340070, F1: 0.0204798, HIT_RATE: 0.1281376, ARHR: 0.0468348, NOVELTY: 0.0047341, AVERAGE_POPULARITY: 0.0183997, DIVERSITY_MEAN_INTER_LIST: 0.9761527, DIVERSITY_HERFINDAHL: 0.9975953, COVERAGE_ITEM: 0.5921155, COVERAGE_ITEM_CORRECT: 0.0225756, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0676482, DIVERSITY_GINI: 0.2723064, SHANNON_ENTROPY: 12.3540786, 
SearchBayesianSkopt-CV: Config 66 is suboptimal. Config: {'topK': 993, 'shrink': 953, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.04194073494835072, 'tversky_beta': 1.8882410102430252} - results: ROC_AUC: 0.0694059, PRECISION: 0.0137204, PRECISION_RECALL_MIN_DEN: 0.0570837, RECALL: 0.0559638, MAP: 0.0226775, MRR: 0.0452351, NDCG: 0.0360178, F1: 0.0220361, HIT_RATE: 0.1372041, ARHR: 0.0486767, NOVELTY: 0.0048281, AVERAGE_POPULARITY: 0.0186361, DIVERSITY_MEAN_INTER_LIST: 0.9946673, DIVERSITY_HERFINDAHL: 0.9994464, COVERAGE_ITEM: 0.4503099, COVERAGE_ITEM_CORRECT: 0.0233378, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0728325, DIVERSITY_GINI: 0.1871305, SHANNON_ENTROPY: 12.3636176, 
SearchBayesianSkopt-CV: Config 67 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.0663473, PRECISION: 0.0128829, PRECISION_RECALL_MIN_DEN: 0.0522102, RECALL: 0.0511329, MAP: 0.0221821, MRR: 0.0439439, NDCG: 0.0342936, F1: 0.0205798, HIT_RATE: 0.1288294, ARHR: 0.0473175, NOVELTY: 0.0047343, AVERAGE_POPULARITY: 0.0185274, DIVERSITY_MEAN_INTER_LIST: 0.9761355, DIVERSITY_HERFINDAHL: 0.9975936, COVERAGE_ITEM: 0.5935476, COVERAGE_ITEM_CORRECT: 0.0227141, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0678243, DIVERSITY_GINI: 0.2732129, SHANNON_ENTROPY: 12.3567634, 
SearchBayesianSkopt-CV: Config 68 is suboptimal. Config: {'topK': 106, 'shrink': 993, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.04154661020813367, 'tversky_beta': 0.0909179706923793} - results: ROC_AUC: 0.0741310, PRECISION: 0.0151264, PRECISION_RECALL_MIN_DEN: 0.0621222, RECALL: 0.0608367, MAP: 0.0246194, MRR: 0.0491755, NDCG: 0.0391151, F1: 0.0242262, HIT_RATE: 0.1512636, ARHR: 0.0533860, NOVELTY: 0.0047986, AVERAGE_POPULARITY: 0.0185535, DIVERSITY_MEAN_INTER_LIST: 0.9962296, DIVERSITY_HERFINDAHL: 0.9996026, COVERAGE_ITEM: 0.5410587, COVERAGE_ITEM_CORRECT: 0.0264562, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0788222, DIVERSITY_GINI: 0.2611585, SHANNON_ENTROPY: 12.8886153, 
SearchBayesianSkopt-CV: Config 69 is suboptimal. Config: {'topK': 95, 'shrink': 24, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.026478257699847248, 'tversky_beta': 0.11938511273666233} - results: ROC_AUC: 0.0758597, PRECISION: 0.0153677, PRECISION_RECALL_MIN_DEN: 0.0625821, RECALL: 0.0612322, MAP: 0.0252541, MRR: 0.0511044, NDCG: 0.0398570, F1: 0.0245667, HIT_RATE: 0.1536768, ARHR: 0.0555913, NOVELTY: 0.0047940, AVERAGE_POPULARITY: 0.0183084, DIVERSITY_MEAN_INTER_LIST: 0.9964060, DIVERSITY_HERFINDAHL: 0.9996202, COVERAGE_ITEM: 0.5523542, COVERAGE_ITEM_CORRECT: 0.0270029, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0794765, DIVERSITY_GINI: 0.2729301, SHANNON_ENTROPY: 12.9615406, 
SearchBayesianSkopt-CV: Search complete. Best config is 14: {'topK': 282, 'shrink': 13, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1415654194011693, 'tversky_beta': 1.8776506336950853}
