
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 529, 'shrink': 922, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.0231871761331173, 'tversky_beta': 1.4174259242892298, 'icm_weight': 14.248528868079857} - results: ROC_AUC: 0.1367516, PRECISION: 0.0281745, PRECISION_RECALL_MIN_DEN: 0.1062511, RECALL: 0.1036393, MAP: 0.0461076, MRR: 0.0963007, NDCG: 0.0714179, F1: 0.0443044, HIT_RATE: 0.2817447, ARHR: 0.1079477, NOVELTY: 0.0048421, AVERAGE_POPULARITY: 0.0699793, DIVERSITY_MEAN_INTER_LIST: 0.9916381, DIVERSITY_HERFINDAHL: 0.9991450, COVERAGE_ITEM: 0.4590414, COVERAGE_ITEM_CORRECT: 0.0369971, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1475022, DIVERSITY_GINI: 0.1748872, SHANNON_ENTROPY: 12.0751194, 
SearchBayesianSkopt-CV: Config 56 is suboptimal. Config: {'topK': 288, 'shrink': 988, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9978617059175627, 'tversky_beta': 0.1709775961743494, 'icm_weight': 8.162844373270463} - results: ROC_AUC: 0.1377660, PRECISION: 0.0284775, PRECISION_RECALL_MIN_DEN: 0.1064770, RECALL: 0.1037805, MAP: 0.0460739, MRR: 0.0976981, NDCG: 0.0716343, F1: 0.0446906, HIT_RATE: 0.2847751, ARHR: 0.1095048, NOVELTY: 0.0048425, AVERAGE_POPULARITY: 0.0678413, DIVERSITY_MEAN_INTER_LIST: 0.9922432, DIVERSITY_HERFINDAHL: 0.9992055, COVERAGE_ITEM: 0.4787218, COVERAGE_ITEM_CORRECT: 0.0378210, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1485592, DIVERSITY_GINI: 0.1890873, SHANNON_ENTROPY: 12.1941651, 
SearchBayesianSkopt-CV: Config 57 is suboptimal. Config: {'topK': 5, 'shrink': 431, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 0.0, 'icm_weight': 20.0} - results: ROC_AUC: 0.1161574, PRECISION: 0.0224163, PRECISION_RECALL_MIN_DEN: 0.0845742, RECALL: 0.0825203, MAP: 0.0384686, MRR: 0.0819432, NDCG: 0.0588177, F1: 0.0352531, HIT_RATE: 0.2241627, ARHR: 0.0900828, NOVELTY: 0.0048063, AVERAGE_POPULARITY: 0.0603475, DIVERSITY_MEAN_INTER_LIST: 0.9775277, DIVERSITY_HERFINDAHL: 0.9977342, COVERAGE_ITEM: 0.5460250, COVERAGE_ITEM_CORRECT: 0.0316843, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1208758, DIVERSITY_GINI: 0.2107391, SHANNON_ENTROPY: 11.8582124, 
SearchBayesianSkopt-CV: Config 58 is suboptimal. Config: {'topK': 226, 'shrink': 996, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.2909986266582756, 'tversky_beta': 0.1397493196144173, 'icm_weight': 1.0400429814111294} - results: ROC_AUC: 0.1385356, PRECISION: 0.0285036, PRECISION_RECALL_MIN_DEN: 0.1062443, RECALL: 0.1035173, MAP: 0.0460299, MRR: 0.0977807, NDCG: 0.0715592, F1: 0.0446983, HIT_RATE: 0.2850361, ARHR: 0.1097708, NOVELTY: 0.0048332, AVERAGE_POPULARITY: 0.0704676, DIVERSITY_MEAN_INTER_LIST: 0.9917682, DIVERSITY_HERFINDAHL: 0.9991580, COVERAGE_ITEM: 0.4852897, COVERAGE_ITEM_CORRECT: 0.0375900, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1486599, DIVERSITY_GINI: 0.1924949, SHANNON_ENTROPY: 12.1906419, 
SearchBayesianSkopt-CV: Config 59 is suboptimal. Config: {'topK': 885, 'shrink': 989, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.318781522562905, 'tversky_beta': 1.9746998826688806, 'icm_weight': 1.2181100782365315} - results: ROC_AUC: 0.1344849, PRECISION: 0.0276394, PRECISION_RECALL_MIN_DEN: 0.1047918, RECALL: 0.1023034, MAP: 0.0453147, MRR: 0.0948544, NDCG: 0.0703436, F1: 0.0435200, HIT_RATE: 0.2763938, ARHR: 0.1058921, NOVELTY: 0.0048505, AVERAGE_POPULARITY: 0.0686371, DIVERSITY_MEAN_INTER_LIST: 0.9916557, DIVERSITY_HERFINDAHL: 0.9991468, COVERAGE_ITEM: 0.4462445, COVERAGE_ITEM_CORRECT: 0.0363118, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1455392, DIVERSITY_GINI: 0.1662522, SHANNON_ENTROPY: 12.0140056, 
SearchBayesianSkopt-CV: Config 60 is suboptimal. Config: {'topK': 972, 'shrink': 993, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9920941479934071, 'tversky_beta': 0.8949097457000061, 'icm_weight': 2.0668041637186447} - results: ROC_AUC: 0.1338810, PRECISION: 0.0273630, PRECISION_RECALL_MIN_DEN: 0.1039638, RECALL: 0.1014946, MAP: 0.0449255, MRR: 0.0940574, NDCG: 0.0697482, F1: 0.0431038, HIT_RATE: 0.2736296, ARHR: 0.1049622, NOVELTY: 0.0048531, AVERAGE_POPULARITY: 0.0668504, DIVERSITY_MEAN_INTER_LIST: 0.9919626, DIVERSITY_HERFINDAHL: 0.9991775, COVERAGE_ITEM: 0.4475765, COVERAGE_ITEM_CORRECT: 0.0359962, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1444067, DIVERSITY_GINI: 0.1673551, SHANNON_ENTROPY: 12.0356019, 
SearchBayesianSkopt-CV: Config 61 is suboptimal. Config: {'topK': 1000, 'shrink': 668, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.0690991830707925, 'tversky_beta': 2.0, 'icm_weight': 1.0} - results: ROC_AUC: 0.1343424, PRECISION: 0.0275034, PRECISION_RECALL_MIN_DEN: 0.1048142, RECALL: 0.1023619, MAP: 0.0453205, MRR: 0.0948959, NDCG: 0.0703287, F1: 0.0433560, HIT_RATE: 0.2750337, ARHR: 0.1058370, NOVELTY: 0.0048571, AVERAGE_POPULARITY: 0.0669772, DIVERSITY_MEAN_INTER_LIST: 0.9919423, DIVERSITY_HERFINDAHL: 0.9991754, COVERAGE_ITEM: 0.4443734, COVERAGE_ITEM_CORRECT: 0.0362040, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1451365, DIVERSITY_GINI: 0.1658654, SHANNON_ENTROPY: 12.0266005, 
SearchBayesianSkopt-CV: Config 62 is suboptimal. Config: {'topK': 928, 'shrink': 987, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.791479158356553, 'tversky_beta': 0.09392684571085178, 'icm_weight': 1.3088440328118478} - results: ROC_AUC: 0.1338254, PRECISION: 0.0273252, PRECISION_RECALL_MIN_DEN: 0.1034601, RECALL: 0.1009782, MAP: 0.0448022, MRR: 0.0940304, NDCG: 0.0695434, F1: 0.0430106, HIT_RATE: 0.2732520, ARHR: 0.1050189, NOVELTY: 0.0048360, AVERAGE_POPULARITY: 0.0724375, DIVERSITY_MEAN_INTER_LIST: 0.9907274, DIVERSITY_HERFINDAHL: 0.9990540, COVERAGE_ITEM: 0.4448893, COVERAGE_ITEM_CORRECT: 0.0352724, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1436769, DIVERSITY_GINI: 0.1632340, SHANNON_ENTROPY: 11.9447817, 
SearchBayesianSkopt-CV: Config 63 is suboptimal. Config: {'topK': 787, 'shrink': 2, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.00594715015757097, 'tversky_beta': 1.9355472370371447, 'icm_weight': 8.035318694276764} - results: ROC_AUC: 0.1282796, PRECISION: 0.0264187, PRECISION_RECALL_MIN_DEN: 0.1007795, RECALL: 0.0983493, MAP: 0.0434141, MRR: 0.0903877, NDCG: 0.0673713, F1: 0.0416457, HIT_RATE: 0.2641873, ARHR: 0.1008119, NOVELTY: 0.0049704, AVERAGE_POPULARITY: 0.0461875, DIVERSITY_MEAN_INTER_LIST: 0.9956632, DIVERSITY_HERFINDAHL: 0.9995474, COVERAGE_ITEM: 0.5025140, COVERAGE_ITEM_CORRECT: 0.0390452, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1391972, DIVERSITY_GINI: 0.2163762, SHANNON_ENTROPY: 12.5784981, 
SearchBayesianSkopt-CV: Config 64 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.3825676490139056, 'tversky_beta': 2.0, 'icm_weight': 20.0} - results: ROC_AUC: 0.1342871, PRECISION: 0.0274730, PRECISION_RECALL_MIN_DEN: 0.1044722, RECALL: 0.1020065, MAP: 0.0452666, MRR: 0.0948157, NDCG: 0.0702024, F1: 0.0432867, HIT_RATE: 0.2747299, ARHR: 0.1057386, NOVELTY: 0.0048508, AVERAGE_POPULARITY: 0.0684732, DIVERSITY_MEAN_INTER_LIST: 0.9916058, DIVERSITY_HERFINDAHL: 0.9991418, COVERAGE_ITEM: 0.4434649, COVERAGE_ITEM_CORRECT: 0.0359346, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1449352, DIVERSITY_GINI: 0.1645002, SHANNON_ENTROPY: 11.9986984, 
SearchBayesianSkopt-CV: Config 65 is suboptimal. Config: {'topK': 67, 'shrink': 982, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9833579442637448, 'tversky_beta': 1.973485883801048, 'icm_weight': 16.422339703974984} - results: ROC_AUC: 0.1383736, PRECISION: 0.0288580, PRECISION_RECALL_MIN_DEN: 0.1069420, RECALL: 0.1041315, MAP: 0.0467378, MRR: 0.0981300, NDCG: 0.0722711, F1: 0.0451903, HIT_RATE: 0.2885803, ARHR: 0.1105116, NOVELTY: 0.0048391, AVERAGE_POPULARITY: 0.0663304, DIVERSITY_MEAN_INTER_LIST: 0.9929186, DIVERSITY_HERFINDAHL: 0.9992730, COVERAGE_ITEM: 0.5271068, COVERAGE_ITEM_CORRECT: 0.0393224, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1493142, DIVERSITY_GINI: 0.2217804, SHANNON_ENTROPY: 12.4069883, 
SearchBayesianSkopt-CV: Config 66 is suboptimal. Config: {'topK': 918, 'shrink': 980, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.08902864726946082, 'tversky_beta': 0.028939486684700595, 'icm_weight': 16.384755829165144} - results: ROC_AUC: 0.1329433, PRECISION: 0.0272947, PRECISION_RECALL_MIN_DEN: 0.1028764, RECALL: 0.1003631, MAP: 0.0443367, MRR: 0.0932983, NDCG: 0.0690190, F1: 0.0429168, HIT_RATE: 0.2729468, ARHR: 0.1043139, NOVELTY: 0.0048293, AVERAGE_POPULARITY: 0.0753692, DIVERSITY_MEAN_INTER_LIST: 0.9900198, DIVERSITY_HERFINDAHL: 0.9989832, COVERAGE_ITEM: 0.4420327, COVERAGE_ITEM_CORRECT: 0.0347488, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1432742, DIVERSITY_GINI: 0.1606797, SHANNON_ENTROPY: 11.8960322, 
SearchBayesianSkopt-CV: Config 67 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0, 'icm_weight': 20.0} - results: ROC_AUC: 0.1326893, PRECISION: 0.0271694, PRECISION_RECALL_MIN_DEN: 0.1024694, RECALL: 0.1000307, MAP: 0.0442480, MRR: 0.0931348, NDCG: 0.0688627, F1: 0.0427310, HIT_RATE: 0.2716937, ARHR: 0.1040540, NOVELTY: 0.0048376, AVERAGE_POPULARITY: 0.0759235, DIVERSITY_MEAN_INTER_LIST: 0.9897023, DIVERSITY_HERFINDAHL: 0.9989515, COVERAGE_ITEM: 0.4052358, COVERAGE_ITEM_CORRECT: 0.0346872, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1428715, DIVERSITY_GINI: 0.1426127, SHANNON_ENTROPY: 11.7596096, 
SearchBayesianSkopt-CV: Config 68 is suboptimal. Config: {'topK': 17, 'shrink': 934, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.024489272086435372, 'tversky_beta': 0.05067942816545591, 'icm_weight': 4.3434092181817165} - results: ROC_AUC: 0.1331071, PRECISION: 0.0268955, PRECISION_RECALL_MIN_DEN: 0.1004496, RECALL: 0.0978858, MAP: 0.0449219, MRR: 0.0946498, NDCG: 0.0688613, F1: 0.0421951, HIT_RATE: 0.2689555, ARHR: 0.1058657, NOVELTY: 0.0048122, AVERAGE_POPULARITY: 0.0688408, DIVERSITY_MEAN_INTER_LIST: 0.9910367, DIVERSITY_HERFINDAHL: 0.9990849, COVERAGE_ITEM: 0.5605698, COVERAGE_ITEM_CORRECT: 0.0368585, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1406569, DIVERSITY_GINI: 0.2352061, SHANNON_ENTROPY: 12.3577649, 
SearchBayesianSkopt-CV: Config 69 is suboptimal. Config: {'topK': 23, 'shrink': 931, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.21160465852901683, 'tversky_beta': 0.043458472977372826, 'icm_weight': 19.962936734068197} - results: ROC_AUC: 0.1356042, PRECISION: 0.0275315, PRECISION_RECALL_MIN_DEN: 0.1022268, RECALL: 0.0995389, MAP: 0.0456255, MRR: 0.0961366, NDCG: 0.0700008, F1: 0.0431320, HIT_RATE: 0.2753146, ARHR: 0.1075351, NOVELTY: 0.0048115, AVERAGE_POPULARITY: 0.0700402, DIVERSITY_MEAN_INTER_LIST: 0.9914890, DIVERSITY_HERFINDAHL: 0.9991301, COVERAGE_ITEM: 0.5554341, COVERAGE_ITEM_CORRECT: 0.0374360, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1439034, DIVERSITY_GINI: 0.2336915, SHANNON_ENTROPY: 12.3760929, 
SearchBayesianSkopt-CV: Search complete. Best config is 30: {'topK': 76, 'shrink': 32, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.09602833869057828, 'tversky_beta': 0.1561993987851971, 'icm_weight': 2.2372622520891587}
