
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 244, 'shrink': 677, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2409847596477004, 'feature_weighting': 'BM25', 'icm_weight': 17.810169881619476} - results: ROC_AUC: 0.0909449, PRECISION: 0.0192130, PRECISION_RECALL_MIN_DEN: 0.0752112, RECALL: 0.0734502, MAP: 0.0294321, MRR: 0.0615929, NDCG: 0.0474264, F1: 0.0304580, HIT_RATE: 0.1921295, ARHR: 0.0678792, NOVELTY: 0.0049300, AVERAGE_POPULARITY: 0.0165417, DIVERSITY_MEAN_INTER_LIST: 0.9972030, DIVERSITY_HERFINDAHL: 0.9997014, COVERAGE_ITEM: 0.5363157, COVERAGE_ITEM_CORRECT: 0.0352801, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1057254, DIVERSITY_GINI: 0.2512819, SHANNON_ENTROPY: 12.8914209, 
SearchBayesianSkopt-CV: Config 56 is suboptimal. Config: {'topK': 322, 'shrink': 157, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9945729284607567, 'feature_weighting': 'BM25', 'icm_weight': 1.2313721134243982} - results: ROC_AUC: 0.0924465, PRECISION: 0.0195600, PRECISION_RECALL_MIN_DEN: 0.0742696, RECALL: 0.0726982, MAP: 0.0298966, MRR: 0.0628176, NDCG: 0.0480149, F1: 0.0308225, HIT_RATE: 0.1956001, ARHR: 0.0694800, NOVELTY: 0.0052184, AVERAGE_POPULARITY: 0.0229282, DIVERSITY_MEAN_INTER_LIST: 0.9966535, DIVERSITY_HERFINDAHL: 0.9996465, COVERAGE_ITEM: 0.5058633, COVERAGE_ITEM_CORRECT: 0.0320616, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1058261, DIVERSITY_GINI: 0.2177829, SHANNON_ENTROPY: 12.6596805, 
SearchBayesianSkopt-CV: Config 57 is suboptimal. Config: {'topK': 263, 'shrink': 944, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9955098288228459, 'feature_weighting': 'none', 'icm_weight': 1.2625282160694775} - results: ROC_AUC: 0.1384756, PRECISION: 0.0278429, PRECISION_RECALL_MIN_DEN: 0.1040833, RECALL: 0.1016083, MAP: 0.0468744, MRR: 0.0996701, NDCG: 0.0719158, F1: 0.0437062, HIT_RATE: 0.2784290, ARHR: 0.1112504, NOVELTY: 0.0047253, AVERAGE_POPULARITY: 0.0973491, DIVERSITY_MEAN_INTER_LIST: 0.9849332, DIVERSITY_HERFINDAHL: 0.9984747, COVERAGE_ITEM: 0.4400154, COVERAGE_ITEM_CORRECT: 0.0324928, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1459670, DIVERSITY_GINI: 0.1452330, SHANNON_ENTROPY: 11.4973502, 
SearchBayesianSkopt-CV: Config 58 is suboptimal. Config: {'topK': 960, 'shrink': 71, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.007541724815264496, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.7132843830964506} - results: ROC_AUC: 0.1555419, PRECISION: 0.0326987, PRECISION_RECALL_MIN_DEN: 0.1214691, RECALL: 0.1185520, MAP: 0.0529639, MRR: 0.1107150, NDCG: 0.0821217, F1: 0.0512570, HIT_RATE: 0.3269875, ARHR: 0.1251910, NOVELTY: 0.0048572, AVERAGE_POPULARITY: 0.0722191, DIVERSITY_MEAN_INTER_LIST: 0.9925379, DIVERSITY_HERFINDAHL: 0.9992350, COVERAGE_ITEM: 0.5356843, COVERAGE_ITEM_CORRECT: 0.0433956, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1679879, DIVERSITY_GINI: 0.2206216, SHANNON_ENTROPY: 12.3529728, 
SearchBayesianSkopt-CV: Config 59 is suboptimal. Config: {'topK': 902, 'shrink': 151, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.016826250343012553, 'feature_weighting': 'BM25', 'icm_weight': 19.83546173194018} - results: ROC_AUC: 0.1314577, PRECISION: 0.0273791, PRECISION_RECALL_MIN_DEN: 0.1044531, RECALL: 0.1019273, MAP: 0.0438227, MRR: 0.0912786, NDCG: 0.0686399, F1: 0.0431612, HIT_RATE: 0.2737905, ARHR: 0.1022659, NOVELTY: 0.0049802, AVERAGE_POPULARITY: 0.0339233, DIVERSITY_MEAN_INTER_LIST: 0.9972335, DIVERSITY_HERFINDAHL: 0.9997045, COVERAGE_ITEM: 0.5955804, COVERAGE_ITEM_CORRECT: 0.0433648, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1435007, DIVERSITY_GINI: 0.2916019, SHANNON_ENTROPY: 13.0597920, 
SearchBayesianSkopt-CV: Config 60 is suboptimal. Config: {'topK': 560, 'shrink': 994, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.010525064932037422, 'feature_weighting': 'TF-IDF', 'icm_weight': 19.720513579214977} - results: ROC_AUC: 0.0958030, PRECISION: 0.0201012, PRECISION_RECALL_MIN_DEN: 0.0740595, RECALL: 0.0720163, MAP: 0.0299826, MRR: 0.0659385, NDCG: 0.0482337, F1: 0.0314257, HIT_RATE: 0.2010120, ARHR: 0.0733237, NOVELTY: 0.0050054, AVERAGE_POPULARITY: 0.0250169, DIVERSITY_MEAN_INTER_LIST: 0.9974307, DIVERSITY_HERFINDAHL: 0.9997242, COVERAGE_ITEM: 0.5727584, COVERAGE_ITEM_CORRECT: 0.0332936, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1070844, DIVERSITY_GINI: 0.2862624, SHANNON_ENTROPY: 13.0646490, 
SearchBayesianSkopt-CV: Config 61 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.23815650458978496, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.0} - results: ROC_AUC: 0.1626868, PRECISION: 0.0333570, PRECISION_RECALL_MIN_DEN: 0.1272426, RECALL: 0.1244151, MAP: 0.0566379, MRR: 0.1162722, NDCG: 0.0867023, F1: 0.0526051, HIT_RATE: 0.3335703, ARHR: 0.1309494, NOVELTY: 0.0047941, AVERAGE_POPULARITY: 0.0911555, DIVERSITY_MEAN_INTER_LIST: 0.9885006, DIVERSITY_HERFINDAHL: 0.9988313, COVERAGE_ITEM: 0.4753648, COVERAGE_ITEM_CORRECT: 0.0417478, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1726689, DIVERSITY_GINI: 0.1676967, SHANNON_ENTROPY: 11.8041014, 
SearchBayesianSkopt-CV: Config 62 is suboptimal. Config: {'topK': 971, 'shrink': 3, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0003524684726543548, 'feature_weighting': 'BM25', 'icm_weight': 11.000292349392598} - results: ROC_AUC: 0.1328372, PRECISION: 0.0281227, PRECISION_RECALL_MIN_DEN: 0.1060739, RECALL: 0.1034287, MAP: 0.0445865, MRR: 0.0930291, NDCG: 0.0698739, F1: 0.0442177, HIT_RATE: 0.2812270, ARHR: 0.1046747, NOVELTY: 0.0049822, AVERAGE_POPULARITY: 0.0334591, DIVERSITY_MEAN_INTER_LIST: 0.9973618, DIVERSITY_HERFINDAHL: 0.9997173, COVERAGE_ITEM: 0.6216901, COVERAGE_ITEM_CORRECT: 0.0449047, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1460425, DIVERSITY_GINI: 0.3106372, SHANNON_ENTROPY: 13.1426227, 
SearchBayesianSkopt-CV: Config 63 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.0} - results: ROC_AUC: 0.1607531, PRECISION: 0.0333420, PRECISION_RECALL_MIN_DEN: 0.1272567, RECALL: 0.1244792, MAP: 0.0560999, MRR: 0.1146669, NDCG: 0.0861838, F1: 0.0525921, HIT_RATE: 0.3334199, ARHR: 0.1294205, NOVELTY: 0.0047174, AVERAGE_POPULARITY: 0.1098366, DIVERSITY_MEAN_INTER_LIST: 0.9831781, DIVERSITY_HERFINDAHL: 0.9982992, COVERAGE_ITEM: 0.4342714, COVERAGE_ITEM_CORRECT: 0.0399769, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1725431, DIVERSITY_GINI: 0.1405357, SHANNON_ENTROPY: 11.4125143, 
SearchBayesianSkopt-CV: Config 64 is suboptimal. Config: {'topK': 880, 'shrink': 21, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.03840748805163031, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.4642606950203871} - results: ROC_AUC: 0.1558654, PRECISION: 0.0327781, PRECISION_RECALL_MIN_DEN: 0.1215368, RECALL: 0.1185785, MAP: 0.0534964, MRR: 0.1116212, NDCG: 0.0825991, F1: 0.0513565, HIT_RATE: 0.3277812, ARHR: 0.1263263, NOVELTY: 0.0048896, AVERAGE_POPULARITY: 0.0676920, DIVERSITY_MEAN_INTER_LIST: 0.9935217, DIVERSITY_HERFINDAHL: 0.9993333, COVERAGE_ITEM: 0.5542945, COVERAGE_ITEM_CORRECT: 0.0446198, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1677111, DIVERSITY_GINI: 0.2336520, SHANNON_ENTROPY: 12.4741622, 
SearchBayesianSkopt-CV: Config 65 is suboptimal. Config: {'topK': 968, 'shrink': 158, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5351270964211506, 'feature_weighting': 'none', 'icm_weight': 1.2286283350581004} - results: ROC_AUC: 0.1391145, PRECISION: 0.0279632, PRECISION_RECALL_MIN_DEN: 0.1047683, RECALL: 0.1023321, MAP: 0.0469521, MRR: 0.0992603, NDCG: 0.0721880, F1: 0.0439213, HIT_RATE: 0.2796324, ARHR: 0.1107513, NOVELTY: 0.0046876, AVERAGE_POPULARITY: 0.1088319, DIVERSITY_MEAN_INTER_LIST: 0.9820610, DIVERSITY_HERFINDAHL: 0.9981875, COVERAGE_ITEM: 0.4144447, COVERAGE_ITEM_CORRECT: 0.0318306, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1468227, DIVERSITY_GINI: 0.1283295, SHANNON_ENTROPY: 11.2630621, 
SearchBayesianSkopt-CV: Config 66 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.26899378715098615, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.0} - results: ROC_AUC: 0.1623378, PRECISION: 0.0334029, PRECISION_RECALL_MIN_DEN: 0.1270347, RECALL: 0.1241986, MAP: 0.0565069, MRR: 0.1162519, NDCG: 0.0865787, F1: 0.0526430, HIT_RATE: 0.3340288, ARHR: 0.1309643, NOVELTY: 0.0048043, AVERAGE_POPULARITY: 0.0888861, DIVERSITY_MEAN_INTER_LIST: 0.9890550, DIVERSITY_HERFINDAHL: 0.9988868, COVERAGE_ITEM: 0.4802618, COVERAGE_ITEM_CORRECT: 0.0419711, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1725934, DIVERSITY_GINI: 0.1712349, SHANNON_ENTROPY: 11.8521056, 
SearchBayesianSkopt-CV: Config 67 is suboptimal. Config: {'topK': 916, 'shrink': 970, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5413807047826001, 'feature_weighting': 'BM25', 'icm_weight': 19.094131232170223} - results: ROC_AUC: 0.1248816, PRECISION: 0.0260670, PRECISION_RECALL_MIN_DEN: 0.1011511, RECALL: 0.0987960, MAP: 0.0412066, MRR: 0.0854418, NDCG: 0.0652681, F1: 0.0412462, HIT_RATE: 0.2606703, ARHR: 0.0953145, NOVELTY: 0.0049725, AVERAGE_POPULARITY: 0.0286025, DIVERSITY_MEAN_INTER_LIST: 0.9973907, DIVERSITY_HERFINDAHL: 0.9997202, COVERAGE_ITEM: 0.6156150, COVERAGE_ITEM_CORRECT: 0.0431877, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1389203, DIVERSITY_GINI: 0.3024785, SHANNON_ENTROPY: 13.1139001, 
SearchBayesianSkopt-CV: Config 68 is suboptimal. Config: {'topK': 991, 'shrink': 969, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7101803227120063, 'feature_weighting': 'none', 'icm_weight': 1.2656513608769622} - results: ROC_AUC: 0.1376457, PRECISION: 0.0275123, PRECISION_RECALL_MIN_DEN: 0.1035739, RECALL: 0.1011946, MAP: 0.0465993, MRR: 0.0985324, NDCG: 0.0715314, F1: 0.0432599, HIT_RATE: 0.2751230, ARHR: 0.1096811, NOVELTY: 0.0046795, AVERAGE_POPULARITY: 0.1061194, DIVERSITY_MEAN_INTER_LIST: 0.9816318, DIVERSITY_HERFINDAHL: 0.9981446, COVERAGE_ITEM: 0.4127276, COVERAGE_ITEM_CORRECT: 0.0309297, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1450107, DIVERSITY_GINI: 0.1272698, SHANNON_ENTROPY: 11.2352831, 
SearchBayesianSkopt-CV: Config 69 is suboptimal. Config: {'topK': 66, 'shrink': 77, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.07807572789154761, 'feature_weighting': 'BM25', 'icm_weight': 1.5086253556932303} - results: ROC_AUC: 0.1288230, PRECISION: 0.0267548, PRECISION_RECALL_MIN_DEN: 0.0986918, RECALL: 0.0961505, MAP: 0.0426971, MRR: 0.0904584, NDCG: 0.0664783, F1: 0.0418598, HIT_RATE: 0.2675476, ARHR: 0.1019911, NOVELTY: 0.0050695, AVERAGE_POPULARITY: 0.0302353, DIVERSITY_MEAN_INTER_LIST: 0.9976583, DIVERSITY_HERFINDAHL: 0.9997469, COVERAGE_ITEM: 0.6791068, COVERAGE_ITEM_CORRECT: 0.0438884, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1383415, DIVERSITY_GINI: 0.3612869, SHANNON_ENTROPY: 13.3497792, 
SearchBayesianSkopt-CV: Search complete. Best config is 55: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.241892724784089, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.0}
