
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 915, 'shrink': 185, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.2507839301467985, 'tversky_alpha': 0.4785127351927797, 'tversky_beta': 0.2751103599846921} - results: ROC_AUC: 0.1447341, PRECISION: 0.0293664, PRECISION_RECALL_MIN_DEN: 0.1130326, RECALL: 0.1105670, MAP: 0.0494780, MRR: 0.1028534, NDCG: 0.0764216, F1: 0.0464058, HIT_RATE: 0.2936644, ARHR: 0.1147177, NOVELTY: 0.0052375, AVERAGE_POPULARITY: 0.1631056, DIVERSITY_MEAN_INTER_LIST: 0.9746400, DIVERSITY_HERFINDAHL: 0.9974455, COVERAGE_ITEM: 0.3833070, COVERAGE_ITEM_CORRECT: 0.0325236, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1551026, DIVERSITY_GINI: 0.1117461, SHANNON_ENTROPY: 10.9336068, 
SearchBayesianSkopt-CV: Config 56 is suboptimal. Config: {'topK': 423, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 1.0, 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.1403369, PRECISION: 0.0287598, PRECISION_RECALL_MIN_DEN: 0.1085217, RECALL: 0.1058377, MAP: 0.0469418, MRR: 0.0991209, NDCG: 0.0729678, F1: 0.0452287, HIT_RATE: 0.2875979, ARHR: 0.1105719, NOVELTY: 0.0052669, AVERAGE_POPULARITY: 0.1547620, DIVERSITY_MEAN_INTER_LIST: 0.9829570, DIVERSITY_HERFINDAHL: 0.9982771, COVERAGE_ITEM: 0.3618171, COVERAGE_ITEM_CORRECT: 0.0345871, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1516295, DIVERSITY_GINI: 0.1107478, SHANNON_ENTROPY: 11.2076980, 
SearchBayesianSkopt-CV: Config 57 is suboptimal. Config: {'topK': 876, 'shrink': 934, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.9695409237995274, 'tversky_alpha': 1.8439020104620594, 'tversky_beta': 1.858887297027075} - results: ROC_AUC: 0.1443550, PRECISION: 0.0291917, PRECISION_RECALL_MIN_DEN: 0.1122553, RECALL: 0.1097900, MAP: 0.0493732, MRR: 0.1026859, NDCG: 0.0761229, F1: 0.0461192, HIT_RATE: 0.2919175, ARHR: 0.1144928, NOVELTY: 0.0052407, AVERAGE_POPULARITY: 0.1620237, DIVERSITY_MEAN_INTER_LIST: 0.9753836, DIVERSITY_HERFINDAHL: 0.9975199, COVERAGE_ITEM: 0.3837151, COVERAGE_ITEM_CORRECT: 0.0324389, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1536681, DIVERSITY_GINI: 0.1126448, SHANNON_ENTROPY: 10.9637738, 
SearchBayesianSkopt-CV: Config 58 is suboptimal. Config: {'topK': 309, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.0, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.1470386, PRECISION: 0.0297827, PRECISION_RECALL_MIN_DEN: 0.1127094, RECALL: 0.1101266, MAP: 0.0498876, MRR: 0.1048660, NDCG: 0.0768896, F1: 0.0468842, HIT_RATE: 0.2978274, ARHR: 0.1171481, NOVELTY: 0.0053133, AVERAGE_POPULARITY: 0.1380997, DIVERSITY_MEAN_INTER_LIST: 0.9852120, DIVERSITY_HERFINDAHL: 0.9985025, COVERAGE_ITEM: 0.4413167, COVERAGE_ITEM_CORRECT: 0.0351261, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1563861, DIVERSITY_GINI: 0.1481032, SHANNON_ENTROPY: 11.5432493, 
SearchBayesianSkopt-CV: Config 59 is suboptimal. Config: {'topK': 638, 'shrink': 970, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.9703426517164833, 'tversky_alpha': 0.17703319035331735, 'tversky_beta': 0.045290357354593754} - results: ROC_AUC: 0.1414096, PRECISION: 0.0287061, PRECISION_RECALL_MIN_DEN: 0.1105790, RECALL: 0.1081279, MAP: 0.0483924, MRR: 0.1006621, NDCG: 0.0747411, F1: 0.0453663, HIT_RATE: 0.2870613, ARHR: 0.1119003, NOVELTY: 0.0052634, AVERAGE_POPULARITY: 0.1545837, DIVERSITY_MEAN_INTER_LIST: 0.9794062, DIVERSITY_HERFINDAHL: 0.9979221, COVERAGE_ITEM: 0.3952493, COVERAGE_ITEM_CORRECT: 0.0321925, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1520825, DIVERSITY_GINI: 0.1218016, SHANNON_ENTROPY: 11.1687749, 
SearchBayesianSkopt-CV: Config 60 is suboptimal. Config: {'topK': 997, 'shrink': 92, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.9220432350791412, 'tversky_alpha': 0.02009071463298118, 'tversky_beta': 1.6755516788610028} - results: ROC_AUC: 0.1389468, PRECISION: 0.0280016, PRECISION_RECALL_MIN_DEN: 0.1085885, RECALL: 0.1062452, MAP: 0.0470630, MRR: 0.0980019, NDCG: 0.0729756, F1: 0.0443202, HIT_RATE: 0.2800161, ARHR: 0.1086580, NOVELTY: 0.0052249, AVERAGE_POPULARITY: 0.1690376, DIVERSITY_MEAN_INTER_LIST: 0.9750406, DIVERSITY_HERFINDAHL: 0.9974856, COVERAGE_ITEM: 0.3579442, COVERAGE_ITEM_CORRECT: 0.0311992, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1496917, DIVERSITY_GINI: 0.1023191, SHANNON_ENTROPY: 10.8810346, 
SearchBayesianSkopt-CV: Config 61 is suboptimal. Config: {'topK': 706, 'shrink': 995, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.022792287268039172, 'tversky_alpha': 1.9600018226223417, 'tversky_beta': 0.3024941230955785} - results: ROC_AUC: 0.1449833, PRECISION: 0.0293889, PRECISION_RECALL_MIN_DEN: 0.1133310, RECALL: 0.1108230, MAP: 0.0497107, MRR: 0.1035426, NDCG: 0.0766775, F1: 0.0464558, HIT_RATE: 0.2938887, ARHR: 0.1154792, NOVELTY: 0.0052533, AVERAGE_POPULARITY: 0.1575888, DIVERSITY_MEAN_INTER_LIST: 0.9772218, DIVERSITY_HERFINDAHL: 0.9977037, COVERAGE_ITEM: 0.3935707, COVERAGE_ITEM_CORRECT: 0.0329317, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1549767, DIVERSITY_GINI: 0.1182271, SHANNON_ENTROPY: 11.0602921, 
SearchBayesianSkopt-CV: Config 62 is suboptimal. Config: {'topK': 849, 'shrink': 861, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.9497838695401385, 'tversky_alpha': 1.9962910471998654, 'tversky_beta': 1.991322838042965} - results: ROC_AUC: 0.1449379, PRECISION: 0.0293584, PRECISION_RECALL_MIN_DEN: 0.1131038, RECALL: 0.1106339, MAP: 0.0495297, MRR: 0.1029667, NDCG: 0.0764829, F1: 0.0464016, HIT_RATE: 0.2935835, ARHR: 0.1148804, NOVELTY: 0.0052421, AVERAGE_POPULARITY: 0.1615139, DIVERSITY_MEAN_INTER_LIST: 0.9754672, DIVERSITY_HERFINDAHL: 0.9975282, COVERAGE_ITEM: 0.3861790, COVERAGE_ITEM_CORRECT: 0.0327007, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1548006, DIVERSITY_GINI: 0.1136190, SHANNON_ENTROPY: 10.9721979, 
SearchBayesianSkopt-CV: Config 63 is suboptimal. Config: {'topK': 867, 'shrink': 32, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.9454787127430676, 'tversky_alpha': 1.9949415710495744, 'tversky_beta': 0.006985655588384045} - results: ROC_AUC: 0.1480997, PRECISION: 0.0301999, PRECISION_RECALL_MIN_DEN: 0.1154201, RECALL: 0.1129012, MAP: 0.0515854, MRR: 0.1060855, NDCG: 0.0789024, F1: 0.0476491, HIT_RATE: 0.3019985, ARHR: 0.1190616, NOVELTY: 0.0052714, AVERAGE_POPULARITY: 0.1542199, DIVERSITY_MEAN_INTER_LIST: 0.9752282, DIVERSITY_HERFINDAHL: 0.9975043, COVERAGE_ITEM: 0.4342406, COVERAGE_ITEM_CORRECT: 0.0333090, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1575689, DIVERSITY_GINI: 0.1341161, SHANNON_ENTROPY: 11.1091937, 
SearchBayesianSkopt-CV: Config 64 is suboptimal. Config: {'topK': 828, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.0, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.1426589, PRECISION: 0.0292532, PRECISION_RECALL_MIN_DEN: 0.1085136, RECALL: 0.1059791, MAP: 0.0486665, MRR: 0.1027888, NDCG: 0.0747930, F1: 0.0458451, HIT_RATE: 0.2925317, ARHR: 0.1156536, NOVELTY: 0.0053100, AVERAGE_POPULARITY: 0.1453653, DIVERSITY_MEAN_INTER_LIST: 0.9792287, DIVERSITY_HERFINDAHL: 0.9979043, COVERAGE_ITEM: 0.4768893, COVERAGE_ITEM_CORRECT: 0.0327161, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1517302, DIVERSITY_GINI: 0.1628435, SHANNON_ENTROPY: 11.4414095, 
SearchBayesianSkopt-CV: Config 65 is suboptimal. Config: {'topK': 998, 'shrink': 742, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.012571459027385105, 'tversky_alpha': 1.906316016340204, 'tversky_beta': 0.17965050927070572} - results: ROC_AUC: 0.1444415, PRECISION: 0.0293702, PRECISION_RECALL_MIN_DEN: 0.1132334, RECALL: 0.1107616, MAP: 0.0493888, MRR: 0.1025573, NDCG: 0.0763626, F1: 0.0464269, HIT_RATE: 0.2937024, ARHR: 0.1143871, NOVELTY: 0.0052338, AVERAGE_POPULARITY: 0.1645172, DIVERSITY_MEAN_INTER_LIST: 0.9740736, DIVERSITY_HERFINDAHL: 0.9973889, COVERAGE_ITEM: 0.3802656, COVERAGE_ITEM_CORRECT: 0.0324851, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1552032, DIVERSITY_GINI: 0.1101906, SHANNON_ENTROPY: 10.9057778, 
SearchBayesianSkopt-CV: Config 66 is suboptimal. Config: {'topK': 338, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 1.0, 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.1435295, PRECISION: 0.0289420, PRECISION_RECALL_MIN_DEN: 0.1081499, RECALL: 0.1055925, MAP: 0.0489103, MRR: 0.1025377, NDCG: 0.0747501, F1: 0.0454295, HIT_RATE: 0.2894203, ARHR: 0.1149306, NOVELTY: 0.0053473, AVERAGE_POPULARITY: 0.1291771, DIVERSITY_MEAN_INTER_LIST: 0.9875645, DIVERSITY_HERFINDAHL: 0.9987377, COVERAGE_ITEM: 0.4862368, COVERAGE_ITEM_CORRECT: 0.0341482, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1512269, DIVERSITY_GINI: 0.1769566, SHANNON_ENTROPY: 11.8276472, 
SearchBayesianSkopt-CV: Config 67 is suboptimal. Config: {'topK': 588, 'shrink': 990, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.00696632125739949, 'tversky_alpha': 0.07526560350501567, 'tversky_beta': 0.3262500405210554} - results: ROC_AUC: 0.1416249, PRECISION: 0.0285546, PRECISION_RECALL_MIN_DEN: 0.1099906, RECALL: 0.1075772, MAP: 0.0483012, MRR: 0.1005585, NDCG: 0.0745222, F1: 0.0451288, HIT_RATE: 0.2855458, ARHR: 0.1117742, NOVELTY: 0.0052692, AVERAGE_POPULARITY: 0.1526756, DIVERSITY_MEAN_INTER_LIST: 0.9802488, DIVERSITY_HERFINDAHL: 0.9980063, COVERAGE_ITEM: 0.3990914, COVERAGE_ITEM_CORRECT: 0.0321925, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1515037, DIVERSITY_GINI: 0.1245275, SHANNON_ENTROPY: 11.2168736, 
SearchBayesianSkopt-CV: Config 68 is suboptimal. Config: {'topK': 996, 'shrink': 2, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.026520233665280453, 'tversky_alpha': 0.09749783749949373, 'tversky_beta': 0.14444359898608664} - results: ROC_AUC: 0.1467048, PRECISION: 0.0295713, PRECISION_RECALL_MIN_DEN: 0.1151308, RECALL: 0.1127028, MAP: 0.0507076, MRR: 0.1039422, NDCG: 0.0778932, F1: 0.0468478, HIT_RATE: 0.2957125, ARHR: 0.1160647, NOVELTY: 0.0052418, AVERAGE_POPULARITY: 0.1627362, DIVERSITY_MEAN_INTER_LIST: 0.9723962, DIVERSITY_HERFINDAHL: 0.9972212, COVERAGE_ITEM: 0.4055207, COVERAGE_ITEM_CORRECT: 0.0320847, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1559331, DIVERSITY_GINI: 0.1184547, SHANNON_ENTROPY: 10.9076496, 
SearchBayesianSkopt-CV: Config 69 is suboptimal. Config: {'topK': 759, 'shrink': 19, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.07237524290967158, 'tversky_alpha': 0.10881516418817319, 'tversky_beta': 0.07516372009345719} - results: ROC_AUC: 0.1467164, PRECISION: 0.0295362, PRECISION_RECALL_MIN_DEN: 0.1141484, RECALL: 0.1116886, MAP: 0.0502240, MRR: 0.1041750, NDCG: 0.0773512, F1: 0.0467155, HIT_RATE: 0.2953620, ARHR: 0.1162775, NOVELTY: 0.0052432, AVERAGE_POPULARITY: 0.1608083, DIVERSITY_MEAN_INTER_LIST: 0.9748645, DIVERSITY_HERFINDAHL: 0.9974680, COVERAGE_ITEM: 0.3913070, COVERAGE_ITEM_CORRECT: 0.0325929, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1560337, DIVERSITY_GINI: 0.1147468, SHANNON_ENTROPY: 10.9533717, 
SearchBayesianSkopt-CV: Search complete. Best config is 33: {'topK': 303, 'shrink': 62, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.028913629948756243, 'tversky_alpha': 1.9702792065720138, 'tversky_beta': 1.6451540049709392}
