
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 695, 'shrink': 681, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.7986923044549219, 'asymmetric_alpha': 1.6776400769314133, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1149219, PRECISION: 0.0254589, PRECISION_RECALL_MIN_DEN: 0.0888115, RECALL: 0.0858270, MAP: 0.0381023, MRR: 0.0821384, NDCG: 0.0594622, F1: 0.0392676, HIT_RATE: 0.2545892, ARHR: 0.0938781, NOVELTY: 0.0056647, AVERAGE_POPULARITY: 0.0643933, DIVERSITY_MEAN_INTER_LIST: 0.9985234, DIVERSITY_HERFINDAHL: 0.9998334, COVERAGE_ITEM: 0.7099134, COVERAGE_ITEM_CORRECT: 0.0456131, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1282497, DIVERSITY_GINI: 0.4199863, SHANNON_ENTROPY: 13.6640623, 
SearchBayesianSkopt-CV: Config 56 is suboptimal. Config: {'topK': 39, 'shrink': 997, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.9640936934284674, 'asymmetric_alpha': 0.012196165818385788, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1241008, PRECISION: 0.0250230, PRECISION_RECALL_MIN_DEN: 0.0886827, RECALL: 0.0862017, MAP: 0.0403982, MRR: 0.0884412, NDCG: 0.0622572, F1: 0.0387848, HIT_RATE: 0.2502295, ARHR: 0.0992726, NOVELTY: 0.0054920, AVERAGE_POPULARITY: 0.0940264, DIVERSITY_MEAN_INTER_LIST: 0.9965112, DIVERSITY_HERFINDAHL: 0.9996322, COVERAGE_ITEM: 0.5879346, COVERAGE_ITEM_CORRECT: 0.0367045, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1300365, DIVERSITY_GINI: 0.2773939, SHANNON_ENTROPY: 12.9209723, 
SearchBayesianSkopt-CV: Config 57 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 1.0, 'asymmetric_alpha': 0.9063227088075252, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1364271, PRECISION: 0.0271634, PRECISION_RECALL_MIN_DEN: 0.1045917, RECALL: 0.1023175, MAP: 0.0468927, MRR: 0.0974694, NDCG: 0.0717770, F1: 0.0429269, HIT_RATE: 0.2716335, ARHR: 0.1082716, NOVELTY: 0.0052275, AVERAGE_POPULARITY: 0.1646448, DIVERSITY_MEAN_INTER_LIST: 0.9665431, DIVERSITY_HERFINDAHL: 0.9966360, COVERAGE_ITEM: 0.3669297, COVERAGE_ITEM_CORRECT: 0.0280500, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1443312, DIVERSITY_GINI: 0.0981504, SHANNON_ENTROPY: 10.6015076, 
SearchBayesianSkopt-CV: Config 58 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 1.0, 'asymmetric_alpha': 0.9148307913762483, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1420526, PRECISION: 0.0285438, PRECISION_RECALL_MIN_DEN: 0.1079218, RECALL: 0.1054612, MAP: 0.0484198, MRR: 0.1012587, NDCG: 0.0742414, F1: 0.0449247, HIT_RATE: 0.2854376, ARHR: 0.1131015, NOVELTY: 0.0053343, AVERAGE_POPULARITY: 0.1408731, DIVERSITY_MEAN_INTER_LIST: 0.9825256, DIVERSITY_HERFINDAHL: 0.9982339, COVERAGE_ITEM: 0.5005428, COVERAGE_ITEM_CORRECT: 0.0325467, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1500440, DIVERSITY_GINI: 0.1839925, SHANNON_ENTROPY: 11.7181331, 
SearchBayesianSkopt-CV: Config 59 is suboptimal. Config: {'topK': 966, 'shrink': 69, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.028547011397088602, 'asymmetric_alpha': 0.003967346741151624, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1519618, PRECISION: 0.0309123, PRECISION_RECALL_MIN_DEN: 0.1193869, RECALL: 0.1168007, MAP: 0.0532426, MRR: 0.1084556, NDCG: 0.0812764, F1: 0.0488828, HIT_RATE: 0.3091228, ARHR: 0.1216450, NOVELTY: 0.0052431, AVERAGE_POPULARITY: 0.1604032, DIVERSITY_MEAN_INTER_LIST: 0.9725291, DIVERSITY_HERFINDAHL: 0.9972345, COVERAGE_ITEM: 0.4005159, COVERAGE_ITEM_CORRECT: 0.0347257, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1613439, DIVERSITY_GINI: 0.1157586, SHANNON_ENTROPY: 10.8936918, 
SearchBayesianSkopt-CV: Config 60 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 1.0, 'asymmetric_alpha': 0.9272403886335732, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1364884, PRECISION: 0.0271330, PRECISION_RECALL_MIN_DEN: 0.1044735, RECALL: 0.1022000, MAP: 0.0468138, MRR: 0.0974573, NDCG: 0.0716954, F1: 0.0428787, HIT_RATE: 0.2713304, ARHR: 0.1082257, NOVELTY: 0.0052274, AVERAGE_POPULARITY: 0.1646863, DIVERSITY_MEAN_INTER_LIST: 0.9665341, DIVERSITY_HERFINDAHL: 0.9966351, COVERAGE_ITEM: 0.3669220, COVERAGE_ITEM_CORRECT: 0.0280423, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1442305, DIVERSITY_GINI: 0.0981948, SHANNON_ENTROPY: 10.6016050, 
SearchBayesianSkopt-CV: Config 61 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 1.0, 'asymmetric_alpha': 0.9378312404844189, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1412459, PRECISION: 0.0283999, PRECISION_RECALL_MIN_DEN: 0.1076287, RECALL: 0.1051799, MAP: 0.0479123, MRR: 0.1003590, NDCG: 0.0736926, F1: 0.0447196, HIT_RATE: 0.2839988, ARHR: 0.1120710, NOVELTY: 0.0053380, AVERAGE_POPULARITY: 0.1400656, DIVERSITY_MEAN_INTER_LIST: 0.9829222, DIVERSITY_HERFINDAHL: 0.9982736, COVERAGE_ITEM: 0.5029913, COVERAGE_ITEM_CORRECT: 0.0324543, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1495407, DIVERSITY_GINI: 0.1863456, SHANNON_ENTROPY: 11.7487903, 
SearchBayesianSkopt-CV: Config 62 is suboptimal. Config: {'topK': 922, 'shrink': 832, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.9993558677044133, 'asymmetric_alpha': 0.0018159231330519003, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1518347, PRECISION: 0.0307190, PRECISION_RECALL_MIN_DEN: 0.1193240, RECALL: 0.1167358, MAP: 0.0530957, MRR: 0.1081330, NDCG: 0.0810686, F1: 0.0486353, HIT_RATE: 0.3071897, ARHR: 0.1210662, NOVELTY: 0.0052413, AVERAGE_POPULARITY: 0.1611798, DIVERSITY_MEAN_INTER_LIST: 0.9720942, DIVERSITY_HERFINDAHL: 0.9971910, COVERAGE_ITEM: 0.4009163, COVERAGE_ITEM_CORRECT: 0.0343022, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1610671, DIVERSITY_GINI: 0.1156384, SHANNON_ENTROPY: 10.8808671, 
SearchBayesianSkopt-CV: Config 63 is suboptimal. Config: {'topK': 999, 'shrink': 924, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.8512903180368281, 'asymmetric_alpha': 1.9399711569549105, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1463040, PRECISION: 0.0299688, PRECISION_RECALL_MIN_DEN: 0.1133433, RECALL: 0.1108016, MAP: 0.0506185, MRR: 0.1049108, NDCG: 0.0775772, F1: 0.0471723, HIT_RATE: 0.2996878, ARHR: 0.1179141, NOVELTY: 0.0053198, AVERAGE_POPULARITY: 0.1440734, DIVERSITY_MEAN_INTER_LIST: 0.9819101, DIVERSITY_HERFINDAHL: 0.9981724, COVERAGE_ITEM: 0.4925274, COVERAGE_ITEM_CORRECT: 0.0346410, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1557569, DIVERSITY_GINI: 0.1763169, SHANNON_ENTROPY: 11.6379723, 
SearchBayesianSkopt-CV: Config 64 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 1.0, 'asymmetric_alpha': 1.0140279297080197, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1371337, PRECISION: 0.0271445, PRECISION_RECALL_MIN_DEN: 0.1051135, RECALL: 0.1028670, MAP: 0.0472642, MRR: 0.0977914, NDCG: 0.0721884, F1: 0.0429511, HIT_RATE: 0.2714451, ARHR: 0.1085754, NOVELTY: 0.0052313, AVERAGE_POPULARITY: 0.1638613, DIVERSITY_MEAN_INTER_LIST: 0.9671285, DIVERSITY_HERFINDAHL: 0.9966945, COVERAGE_ITEM: 0.3746218, COVERAGE_ITEM_CORRECT: 0.0280654, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1444067, DIVERSITY_GINI: 0.1022737, SHANNON_ENTROPY: 10.6564263, 
SearchBayesianSkopt-CV: Config 65 is suboptimal. Config: {'topK': 906, 'shrink': 58, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.9845152660798401, 'asymmetric_alpha': 0.0011650271343046639, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1522203, PRECISION: 0.0310977, PRECISION_RECALL_MIN_DEN: 0.1197017, RECALL: 0.1170464, MAP: 0.0534225, MRR: 0.1088938, NDCG: 0.0815118, F1: 0.0491360, HIT_RATE: 0.3109773, ARHR: 0.1222664, NOVELTY: 0.0052448, AVERAGE_POPULARITY: 0.1597232, DIVERSITY_MEAN_INTER_LIST: 0.9729222, DIVERSITY_HERFINDAHL: 0.9972738, COVERAGE_ITEM: 0.4009009, COVERAGE_ITEM_CORRECT: 0.0349490, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1620486, DIVERSITY_GINI: 0.1160738, SHANNON_ENTROPY: 10.9058892, 
SearchBayesianSkopt-CV: Config 66 is suboptimal. Config: {'topK': 39, 'shrink': 964, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.8713575913665887, 'asymmetric_alpha': 1.9339830243227412, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1256833, PRECISION: 0.0261529, PRECISION_RECALL_MIN_DEN: 0.0857668, RECALL: 0.0828087, MAP: 0.0394869, MRR: 0.0902458, NDCG: 0.0611458, F1: 0.0397510, HIT_RATE: 0.2615286, ARHR: 0.1027608, NOVELTY: 0.0055139, AVERAGE_POPULARITY: 0.0907598, DIVERSITY_MEAN_INTER_LIST: 0.9932347, DIVERSITY_HERFINDAHL: 0.9993046, COVERAGE_ITEM: 0.5699711, COVERAGE_ITEM_CORRECT: 0.0385371, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1319492, DIVERSITY_GINI: 0.2618629, SHANNON_ENTROPY: 12.7182543, 
SearchBayesianSkopt-CV: Config 67 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 1.0, 'asymmetric_alpha': 0.902932806773473, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1422367, PRECISION: 0.0286423, PRECISION_RECALL_MIN_DEN: 0.1082536, RECALL: 0.1057980, MAP: 0.0486068, MRR: 0.1014626, NDCG: 0.0744961, F1: 0.0450770, HIT_RATE: 0.2864232, ARHR: 0.1133708, NOVELTY: 0.0053325, AVERAGE_POPULARITY: 0.1412796, DIVERSITY_MEAN_INTER_LIST: 0.9823147, DIVERSITY_HERFINDAHL: 0.9982129, COVERAGE_ITEM: 0.4999192, COVERAGE_ITEM_CORRECT: 0.0326930, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1503964, DIVERSITY_GINI: 0.1831282, SHANNON_ENTROPY: 11.7036120, 
SearchBayesianSkopt-CV: Config 68 is suboptimal. Config: {'topK': 988, 'shrink': 933, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0038607397734523605, 'asymmetric_alpha': 0.4617532298060122, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1530808, PRECISION: 0.0311329, PRECISION_RECALL_MIN_DEN: 0.1206683, RECALL: 0.1181022, MAP: 0.0538615, MRR: 0.1091699, NDCG: 0.0821384, F1: 0.0492727, HIT_RATE: 0.3113290, ARHR: 0.1223880, NOVELTY: 0.0052503, AVERAGE_POPULARITY: 0.1597493, DIVERSITY_MEAN_INTER_LIST: 0.9735195, DIVERSITY_HERFINDAHL: 0.9973335, COVERAGE_ITEM: 0.4177093, COVERAGE_ITEM_CORRECT: 0.0348104, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1626274, DIVERSITY_GINI: 0.1248718, SHANNON_ENTROPY: 10.9980933, 
SearchBayesianSkopt-CV: Config 69 is suboptimal. Config: {'topK': 20, 'shrink': 968, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.9256038642306111, 'asymmetric_alpha': 0.04245123125070994, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1250763, PRECISION: 0.0249624, PRECISION_RECALL_MIN_DEN: 0.0940008, RECALL: 0.0917460, MAP: 0.0431092, MRR: 0.0891283, NDCG: 0.0653220, F1: 0.0392452, HIT_RATE: 0.2496242, ARHR: 0.0999287, NOVELTY: 0.0055202, AVERAGE_POPULARITY: 0.0887882, DIVERSITY_MEAN_INTER_LIST: 0.9972590, DIVERSITY_HERFINDAHL: 0.9997070, COVERAGE_ITEM: 0.6249933, COVERAGE_ITEM_CORRECT: 0.0410934, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1301875, DIVERSITY_GINI: 0.3107703, SHANNON_ENTROPY: 13.1267150, 
SearchBayesianSkopt-CV: Search complete. Best config is 37: {'topK': 284, 'shrink': 97, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.9585117271965725, 'asymmetric_alpha': 0.0031097302976979, 'feature_weighting': 'TF-IDF'}
